id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JVTT9VVVYK0N3HXDVCRAWBVR,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-05-22T01:39:09.307272783Z,all games finished,2025-05-22T01:57:14.176986054Z,true,2025-05-22T01:39:09.351860107Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-22T01:39:09.307272783Z,ended,2025-05-22T01:57:14.176986054Z
01JVTTJKTZ0JE8D077EQYYCGMB,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-05-22T01:43:55.99928168Z,,,true,2025-05-22T01:43:56.013884296Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-22T01:43:55.99928168Z,terminated,2025-05-22T01:44:15.019438753Z
