id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01JVTTMD2HPPYQXAKV72235W5G,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:44:54.609568893Z,Amber,2025-05-22T01:45:07.450440442Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:44:54.609568893Z,01JVTTC4VB5TX4YM0ASWKY7SGE,2025-05-22T01:44:54.609568893Z,01JVTTJ5MPRX3M9B6HC1ATY6DP,2025-05-22T01:44:54.609568893Z,1,2025-05-22T01:45:07.455232612Z
01JVTTMSPAB154DZR8V4WP8MFY,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:45:07.530658866Z,Purple,2025-05-22T01:45:14.532824031Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:45:07.530658866Z,01JVTTDEA2RSRK54X7BM3VR865,2025-05-22T01:45:07.530658866Z,01JVTTJ5MN8PVEATDFM0FNHVAX,2025-05-22T01:45:07.530658866Z,1,2025-05-22T01:45:14.53356583Z
01JVTTP10F5T56KTEREKDTZ0Q1,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:45:47.791642041Z,Purple,2025-05-22T01:45:49.73047283Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:45:47.791642041Z,01JVTTEP24XGZJYAKQQ75G087M,2025-05-22T01:45:47.791642041Z,01JVTTJ5MRAKJTYYEW09E5RSCW,2025-05-22T01:45:47.791642041Z,1,2025-05-22T01:45:49.731336783Z
01JVTV1X6VY8GVGTMCNW8G8S1N,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:52:17.115937496Z,Pink,2025-05-22T01:52:22.490481598Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:52:17.115937496Z,01JVTTEGCTM5BFRV5HASK5CEJ1,2025-05-22T01:52:17.115937496Z,01JVTTJ5N21ZMJQBDRMDJ7DHXM,2025-05-22T01:52:17.115937496Z,1,2025-05-22T01:52:22.492101179Z
01JVTTP10E4XBSB5QPV8E74HWW,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:45:47.790119947Z,Purple,2025-05-22T01:45:50.633827736Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:45:47.790119947Z,01JVTTB7B9EZ3NFX2YEKQXSF3J,2025-05-22T01:45:47.790119947Z,01JVTTJ5MRAKJTYYEW09E5RSCW,2025-05-22T01:45:47.790119947Z,1,2025-05-22T01:45:50.555648682Z
01JVTTQSS1RPMHYZTBX6AVJV19,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:46:45.921809802Z,Purple,2025-05-22T01:46:49.410587682Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:46:45.921809802Z,01JVTTCV3XRYR5EQMHJG8G23K3,2025-05-22T01:46:45.921809802Z,01JVTTJ5MS5K375RF8YGZ8NRXB,2025-05-22T01:46:45.921809802Z,1,2025-05-22T01:46:49.40837351Z
01JVTTWJH595YDRXC02NT7YMC5,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:49:22.341928582Z,Purple,2025-05-22T01:49:26.501755845Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:49:22.341928582Z,01JVTTED65HWK5HHNYF0PWAQYD,2025-05-22T01:49:22.341928582Z,01JVTTJ5MYNH8FP4ZE9QWXEW5B,2025-05-22T01:49:22.341928582Z,0,2025-05-22T01:49:26.53164636Z
01JVTTWX1GPGMY1QPT3471PC2E,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:49:33.104040849Z,Purple,2025-05-22T01:49:37.656032951Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:49:33.104040849Z,01JVTTED65HWK5HHNYF0PWAQYD,2025-05-22T01:49:33.104040849Z,01JVTTJ5MZBWDNW6RYW8KZZC9W,2025-05-22T01:49:33.104040849Z,0,2025-05-22T01:49:37.658637674Z
01JVTV0SCZ34MBPJMPZPPJ8XA4,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:51:40.447997274Z,Pink,2025-05-22T01:51:43.452515886Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:51:40.447997274Z,01JVTTEGCTM5BFRV5HASK5CEJ1,2025-05-22T01:51:40.447997274Z,01JVTTJ5N4FDWFQKYD7DKTTA8A,2025-05-22T01:51:40.447997274Z,1,2025-05-22T01:51:43.454210886Z
01JVTTQ26F0EBBYTGC9YQGM8Q9,01JVTT9VVVYK0N3HXDVCRAWBVR,2025-05-22T01:46:21.775893155Z,Orange,2025-05-22T01:46:29.270231884Z,01JVTT9VX7BEDB221ASEV7ATV3,2025-05-22T01:46:21.775893155Z,01JVTTHDY4RA8DHMKBWNQJFSQ5,2025-05-22T01:46:21.775893155Z,01JVTTJ5MS5K375RF8Z6DM5V0S,2025-05-22T01:46:21.775893155Z,1,2025-05-22T01:46:29.268866089Z
