id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JWBYDXV6VT08XPF8XA43Q97Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-non-communication"",""desc"":""50-rounds 10-player Game without communication"",""factors"":{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}},""count"":1}]}}",2025-05-28T17:18:22.054791907Z,all games finished,2025-05-28T17:37:26.254676105Z,true,2025-05-28T17:18:22.072998823Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-28T17:18:22.054791907Z,ended,2025-05-28T17:37:26.254676105Z
