Round,Overall Entropy
1,3.0
2,3.0574760762899316
3,3.0560209680578816
4,3.110509293458489
5,3.0449529901656325
6,3.0575792627829266
7,3.049776358153764
8,3.01683937562004
9,3.0238320826107943
10,2.9980758326516654
11,2.9916742031536794
12,2.982123546106617
13,2.9770041962085085
14,2.9497125940766984
15,2.9423156738960388
16,2.9392386212287556
17,2.915189650138851
18,2.905591384861751
19,2.9041989677782722
20,2.915909517271585
21,2.899996235833777
22,2.900555604397267
23,2.9065573618176423
24,2.906390356809767
25,2.89430545492236
26,2.8812355205773286
27,2.8747323608876973
28,2.8691484018621214
29,2.870867225586805
30,2.8581274099083127
31,2.858994524581388
32,2.861061821559695
33,2.866332260948393
34,2.877738696614823
35,2.882622593092513
36,2.880172077347334
37,2.8814457728241694
38,2.8808642862920824
39,2.8810891388047204
40,2.880597622042774
41,2.8731028693431355
42,2.87473250415835
43,2.868565654489195
44,2.8713356353848676
45,2.8667405622555266
46,2.863320425117443
47,2.866472139660529
48,2.868121500737051
49,2.8635678203881123
50,2.864377182888828
51,2.870211286792456
