Round,Average Entropy
1,0.0
2,0.3
3,0.5258145836939114
4,0.6122556248918266
5,0.5858662974004119
6,0.6197391174172401
7,0.6804033112703637
8,0.6977398816576995
9,0.7151772236378905
10,0.803827326863529
11,0.8742750261299925
12,0.9307146316830653
13,0.9742782183151835
14,0.9813746600485771
15,0.9758271263012427
16,0.9638223099247203
17,0.957266303634265
18,0.9524828292856558
19,0.9480848546280851
20,0.9546405924713722
21,0.9662210856457542
22,0.9947332571678243
23,1.0101228882551059
24,0.9977384451135013
25,1.0080967510204006
26,1.020181348338944
27,1.0106276743423002
28,1.0051143655002208
29,0.999134475276275
30,0.9917395615755453
31,0.9862645683330659
32,0.9861917856783686
33,0.9927024968074981
34,1.0087431398910294
35,1.012009892089249
36,1.0126428185159757
37,1.0216158942127997
38,1.0335450397983057
39,1.0415523296411742
40,1.0526881272022535
41,1.0594139331499375
42,1.0722245650760596
43,1.0909889934314498
44,1.1022426023398257
45,1.1096197986288234
46,1.1109205675648615
47,1.1141332316606036
48,1.1163277328265244
49,1.1184727644781467
50,1.1221132654472297
51,1.1245745047459519
