id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01KCQ4MFRD3VW99J1CVM7RMVFK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-non-communication"",""desc"":""50-rounds 10-player Game without communication"",""factors"":{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}},""count"":1}]}}",2025-12-17T21:49:36.397907246Z,all games finished,2025-12-17T22:12:36.526241091Z,true,2025-12-17T21:49:36.419418637Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-17T21:49:36.397907246Z,ended,2025-12-17T22:12:36.526241091Z
01KCQ581BFF6969XA3VR6C722P,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-non-communication"",""desc"":""50-rounds 10-player Game without communication"",""factors"":{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}},""count"":1}]}}",2025-12-17T22:00:17.007802334Z,,,true,2025-12-17T22:00:17.023860629Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-17T22:00:17.007802334Z,terminated,2025-12-17T22:01:17.402198825Z
