Round,Average Entropy
1,0.0
2,0.3
3,0.43398500028846243
4,0.6933834373377399
5,0.9225981307625915
6,1.238061981516725
7,1.359847922632901
8,1.566041226704045
9,1.6806993210498102
10,1.6916251137664478
11,1.7034231338740402
12,1.7392881255053276
13,1.7497789808543094
14,1.7718965512112697
15,1.834925221789943
16,1.873689285198108
17,1.9164091449167107
18,1.9254397330804345
19,1.910351841847038
20,1.9048859749127711
21,1.927742229513947
22,1.9237997023339726
23,1.9333382844367342
24,1.946814551271837
25,1.9515998270663917
26,1.9388197055472713
27,1.9232087201066048
28,1.9038154465843775
29,1.8937334007870077
30,1.8774693476893538
31,1.871523236006261
32,1.8642230538735105
33,1.85262311597765
34,1.8385043408039425
35,1.8411129432023183
36,1.8375122454703472
37,1.8336917217536541
38,1.836016186300337
39,1.8221479044500346
40,1.821558209683006
41,1.8074829681788351
42,1.8036043509717286
43,1.7827522539871516
44,1.774165167542046
45,1.767124891235958
46,1.7582305914109368
47,1.7590458441725556
48,1.7511118989654986
49,1.7294435371606702
50,1.7082567571927672
51,1.689538153584822
