Round,Average Entropy
1,0.0
2,0.8
3,1.1679700005769251
4,1.262581458369391
5,1.2318859996967944
6,1.2515559894240051
7,1.2195102523841708
8,1.1409232012318322
9,1.0722134059002864
10,1.0556034369774268
11,1.020182179164888
12,0.9897764352310128
13,0.947635836383067
14,0.9094557682051784
15,0.9861785730818141
16,1.0323485540280095
17,1.0520449330598751
18,1.018373174135879
19,0.9839373580866816
20,0.9484925361549837
21,0.9038781006771931
22,0.8804037396777933
23,0.8580750970005877
24,0.8412947473286613
25,0.8254564022728583
26,0.8104913752301715
27,0.7963351721266159
28,0.7843291764082958
29,0.7763331675626284
30,0.7737319204470221
31,0.7709671171919038
32,0.7660377009469033
33,0.7556117790830983
34,0.7493278916816397
35,0.7398751425715651
36,0.7339989813818903
37,0.7280596457229798
38,0.7198964322549986
39,0.70173718056204
40,0.6853729446407086
41,0.6705386101682924
42,0.6714615947245681
43,0.6681622277519653
44,0.6637369202361688
45,0.6587910254652565
