id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,status,statusLastChangedAt,timerID,timerIDLastChangedAt
01KCQ71RGG6XM6TV5RWRYXVX7K,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.496951723Z,30,2025-12-17T22:31:48.496951723Z,true,2025-12-17T22:36:22.662399894Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.496951723Z,0,2025-12-17T22:31:48.496951723Z,true,2025-12-17T22:35:52.649698876Z,choice,2025-12-17T22:31:48.496951723Z,01KCQ71RBX2X3BDZVGP78J8T3F,2025-12-17T22:31:48.496951723Z,true,2025-12-17T22:35:52.589280448Z,true,2025-12-17T22:35:52.658772274Z,,,01KCQ71RGEF191TPRXTZQRGGXR,2025-12-17T22:31:48.496951723Z
01KCQ71RHFMFX42FV86W7NH3QN,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.527125461Z,30,2025-12-17T22:31:48.527125461Z,true,2025-12-17T22:37:53.338484136Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.527125461Z,0,2025-12-17T22:31:48.527125461Z,true,2025-12-17T22:37:23.313092279Z,choice,2025-12-17T22:31:48.527125461Z,01KCQ71RBX2X3BDZVGQKNS0FJ1,2025-12-17T22:31:48.527125461Z,true,2025-12-17T22:37:23.258156756Z,true,2025-12-17T22:37:23.329259843Z,,,01KCQ71RHBQWBXDZFKWGRCH5TC,2025-12-17T22:31:48.527125461Z
01KCQ71RJFK0K02WCKE3VVM899,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.559668088Z,30,2025-12-17T22:31:48.559668088Z,true,2025-12-17T22:39:24.011905339Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.559668088Z,0,2025-12-17T22:31:48.559668088Z,true,2025-12-17T22:38:53.975901951Z,choice,2025-12-17T22:31:48.559668088Z,01KCQ71RC27RKEZEW96RMDXH1V,2025-12-17T22:31:48.559668088Z,true,2025-12-17T22:38:53.898659197Z,true,2025-12-17T22:38:54.008529962Z,,,01KCQ71RJCK7M24C1Z9659GFC8,2025-12-17T22:31:48.559668088Z
01KCQ71RNK8TPA69EAMEN25FKJ,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.659489292Z,30,2025-12-17T22:31:48.659489292Z,true,2025-12-17T22:44:14.867853972Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.659489292Z,0,2025-12-17T22:31:48.659489292Z,true,2025-12-17T22:43:44.818246417Z,choice,2025-12-17T22:31:48.659489292Z,01KCQ71RC0HJECGKAQQCXBF1H8,2025-12-17T22:31:48.659489292Z,true,2025-12-17T22:43:44.746034782Z,true,2025-12-17T22:43:44.864909202Z,,,01KCQ71RNGPP8KN76KSMYT4FSD,2025-12-17T22:31:48.659489292Z
01KCQ71RF13A1XRQ8A0JK1MMY6,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.449051465Z,60,2025-12-17T22:31:48.449051465Z,true,2025-12-17T22:33:51.688648652Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.449051465Z,0,2025-12-17T22:31:48.449051465Z,true,2025-12-17T22:32:51.659905543Z,choice,2025-12-17T22:31:48.449051465Z,01KCQ71RBW7APDW9HE60XZTYQ0,2025-12-17T22:31:48.449051465Z,true,2025-12-17T22:32:51.602053731Z,true,2025-12-17T22:32:51.684075321Z,,,01KCQ71REXK00MKZTBAGJ3R7KW,2025-12-17T22:31:48.449051465Z
01KCQ71RJW9MXR422TXAPYTV4C,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.572055326Z,30,2025-12-17T22:31:48.572055326Z,true,2025-12-17T22:39:54.200161066Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.572055326Z,0,2025-12-17T22:31:48.572055326Z,true,2025-12-17T22:39:24.178323998Z,choice,2025-12-17T22:31:48.572055326Z,01KCQ71RC27RKEZEW97AH83Q06,2025-12-17T22:31:48.572055326Z,true,2025-12-17T22:39:24.118337695Z,true,2025-12-17T22:39:24.194577Z,,,01KCQ71RJRW0S6WBB1BKSBN269,2025-12-17T22:31:48.572055326Z
01KCQ71RK5MNF129NK9MRRS7R8,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.581796253Z,30,2025-12-17T22:31:48.581796253Z,true,2025-12-17T22:40:24.494483534Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.581796253Z,0,2025-12-17T22:31:48.581796253Z,true,2025-12-17T22:39:54.463559985Z,choice,2025-12-17T22:31:48.581796253Z,01KCQ71RBYXB0S1MGXYQ8QAJNZ,2025-12-17T22:31:48.581796253Z,true,2025-12-17T22:39:54.340804873Z,true,2025-12-17T22:39:54.490772933Z,,,01KCQ71RK309HR3B0NKHZDDXQN,2025-12-17T22:31:48.581796253Z
01KCQ71S0H5JYBWZJD0ZRAN1K8,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:49.009866661Z,30,2025-12-17T22:31:49.009866661Z,false,2025-12-17T22:31:49.009866661Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:49.009866661Z,0,2025-12-17T22:31:49.009866661Z,,,choice,2025-12-17T22:31:49.009866661Z,01KCQ71RD0S0GKBGXHHE6NMSM2,2025-12-17T22:31:49.009866661Z,false,2025-12-17T22:31:49.009866661Z,,,,,01KCQ71S07GHBA5PAKZ490F9SK,2025-12-17T22:31:49.009866661Z
01KCQ71RFMTG2YN7HCQTZ9BR0J,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.468657754Z,30,2025-12-17T22:31:48.468657754Z,true,2025-12-17T22:34:52.089983533Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.468657754Z,0,2025-12-17T22:31:48.468657754Z,true,2025-12-17T22:34:22.069896975Z,choice,2025-12-17T22:31:48.468657754Z,01KCQ71RC5DWN7H0TH50BKV20P,2025-12-17T22:31:48.468657754Z,true,2025-12-17T22:34:22.021495965Z,true,2025-12-17T22:34:22.083156078Z,,,01KCQ71RFHED7DTG8JZYDBP9CA,2025-12-17T22:31:48.468657754Z
01KCQ71RMZYMRFYHFQNX71CEGM,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.639045867Z,30,2025-12-17T22:31:48.639045867Z,true,2025-12-17T22:43:25.96662487Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.639045867Z,0,2025-12-17T22:31:48.639045867Z,true,2025-12-17T22:42:55.936488795Z,choice,2025-12-17T22:31:48.639045867Z,01KCQ71RBZYYGFV9YRW9GAQFJN,2025-12-17T22:31:48.639045867Z,true,2025-12-17T22:42:55.839962939Z,true,2025-12-17T22:42:55.96273719Z,,,01KCQ71RMVCZRVQ88KJB0YATJM,2025-12-17T22:31:48.639045867Z
01KCQ71RX3RCWXHHSQJPBXZCVS,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.899733429Z,30,2025-12-17T22:31:48.899733429Z,true,2025-12-17T22:54:19.739437439Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.899733429Z,0,2025-12-17T22:31:48.899733429Z,true,2025-12-17T22:53:49.709311136Z,choice,2025-12-17T22:31:48.899733429Z,01KCQ71RCVM3PR7M50A9H92367,2025-12-17T22:31:48.899733429Z,true,2025-12-17T22:53:49.613898222Z,true,2025-12-17T22:53:49.744767554Z,,,01KCQ71RWXCVWQ6ATHZ7X41Z61,2025-12-17T22:31:48.899733429Z
01KCQ71RYVWF84XMSM4HXVQ1RX,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.955454238Z,30,2025-12-17T22:31:48.955454238Z,false,2025-12-17T22:31:48.955454238Z,batch ended,2025-12-17T22:59:10.284167163Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.955454238Z,0,2025-12-17T22:31:48.955454238Z,true,2025-12-17T22:55:50.779354746Z,choice,2025-12-17T22:31:48.955454238Z,01KCQ71RCYW56GVWSWNXPAW30X,2025-12-17T22:31:48.955454238Z,true,2025-12-17T22:55:50.709330547Z,true,2025-12-17T22:55:50.810094508Z,ended,2025-12-17T22:59:10.284167163Z,01KCQ71RYRQBQDAYR4BJYABR73,2025-12-17T22:31:48.955454238Z
01KCQ71RZ4VHJ4TM5D90QJ6BDK,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.96474805Z,30,2025-12-17T22:31:48.96474805Z,false,2025-12-17T22:31:48.96474805Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.96474805Z,0,2025-12-17T22:31:48.96474805Z,,,choice,2025-12-17T22:31:48.96474805Z,01KCQ71RCYW56GVWSWPRXQDX1Q,2025-12-17T22:31:48.96474805Z,false,2025-12-17T22:31:48.96474805Z,,,,,01KCQ71RZ22E4RQR7MDG9Q6CWS,2025-12-17T22:31:48.96474805Z
01KCQ71REJWPFBRMRZBC3CD4Q1,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.434180385Z,60,2025-12-17T22:31:48.434180385Z,true,2025-12-17T22:32:51.513819661Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.434180385Z,0,2025-12-17T22:31:48.434180385Z,true,2025-12-17T22:31:51.484745283Z,introduction,2025-12-17T22:31:48.434180385Z,01KCQ71RBFXNFCNS3S3QFW59TN,2025-12-17T22:31:48.434180385Z,true,2025-12-17T22:31:51.291758455Z,true,2025-12-17T22:31:51.504568357Z,,,01KCQ71REEQVS6PXTVA3833T1C,2025-12-17T22:31:48.434180385Z
01KCQ71RVZ1GA2YKKT7KQ9KHB9,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.863360695Z,30,2025-12-17T22:31:48.863360695Z,true,2025-12-17T22:52:48.94377278Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.863360695Z,0,2025-12-17T22:31:48.863360695Z,true,2025-12-17T22:52:18.920016487Z,choice,2025-12-17T22:31:48.863360695Z,01KCQ71RCCCT432T4RH9QP1F8C,2025-12-17T22:31:48.863360695Z,true,2025-12-17T22:52:18.853000491Z,true,2025-12-17T22:52:18.940658199Z,,,01KCQ71RVWMR920TBNQCSQ8K2W,2025-12-17T22:31:48.863360695Z
01KCQ71RNWY63ZMZMEQHMYDQYH,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.668645373Z,30,2025-12-17T22:31:48.668645373Z,true,2025-12-17T22:44:45.180849212Z,,,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.668645373Z,0,2025-12-17T22:31:48.668645373Z,true,2025-12-17T22:44:15.145274881Z,choice,2025-12-17T22:31:48.668645373Z,01KCQ71RC1A2KREPWATARTMM22,2025-12-17T22:31:48.668645373Z,true,2025-12-17T22:44:15.072996518Z,true,2025-12-17T22:44:15.179780918Z,,,01KCQ71RNTSMJ8FEXJQN73FCKP,2025-12-17T22:31:48.668645373Z
