id,batchID,batchIDLastChangedAt,chatEnabled,chatEnabledLastChangedAt,ended,endedLastChangedAt,flag,flagLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,isTutorial,isTutorialLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01KCQ71RBZYYGFV9YRVKTA9WAY,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.351421876Z,true,2025-12-17T22:31:48.351421876Z,true,2025-12-17T22:38:53.788469858Z,true,2025-12-17T22:31:48.351421876Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.351421876Z,11,2025-12-17T22:31:48.351421876Z,false,2025-12-17T22:31:48.351421876Z,Communication Round 10,2025-12-17T22:31:48.351421876Z,1,2025-12-17T22:31:48.553683294Z,true,2025-12-17T22:38:23.63253552Z
01KCQ71RC0HJECGKAQPSBMSKAD,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.352089231Z,true,2025-12-17T22:31:48.352089231Z,true,2025-12-17T22:42:25.463608837Z,true,2025-12-17T22:31:48.352089231Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.352089231Z,18,2025-12-17T22:31:48.352089231Z,false,2025-12-17T22:31:48.352089231Z,Communication Round 17,2025-12-17T22:31:48.352089231Z,1,2025-12-17T22:31:48.623939683Z,true,2025-12-17T22:41:55.266739215Z
01KCQ71RC730KDYTQWD4NJGW7G,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.359849608Z,true,2025-12-17T22:31:48.359849608Z,true,2025-12-17T22:46:15.986097877Z,true,2025-12-17T22:31:48.359849608Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.359849608Z,26,2025-12-17T22:31:48.359849608Z,false,2025-12-17T22:31:48.359849608Z,Communication Round 25,2025-12-17T22:31:48.359849608Z,1,2025-12-17T22:31:48.710644185Z,true,2025-12-17T22:45:45.77413315Z
01KCQ71RCB08R7C01R9Z3MSNTX,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.363905176Z,true,2025-12-17T22:31:48.363905176Z,true,2025-12-17T22:53:19.222112829Z,true,2025-12-17T22:31:48.363905176Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.363905176Z,40,2025-12-17T22:31:48.363905176Z,false,2025-12-17T22:31:48.363905176Z,Communication Round 39,2025-12-17T22:31:48.363905176Z,1,2025-12-17T22:31:48.880439136Z,true,2025-12-17T22:52:48.998597068Z
01KCQ71RD1P7WGM9EHSCY25RDF,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.385702505Z,true,2025-12-17T22:31:48.385702505Z,false,2025-12-17T22:31:48.385702505Z,true,2025-12-17T22:31:48.385702505Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.385702505Z,51,2025-12-17T22:31:48.385702505Z,false,2025-12-17T22:31:48.385702505Z,Communication Round 50,2025-12-17T22:31:48.385702505Z,1,2025-12-17T22:31:49.025946216Z,false,2025-12-17T22:31:48.385702505Z
01KCQ71RC27RKEZEW96RMDXH1V,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.354652197Z,true,2025-12-17T22:31:48.354652197Z,true,2025-12-17T22:39:24.029600422Z,true,2025-12-17T22:31:48.354652197Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.354652197Z,12,2025-12-17T22:31:48.354652197Z,false,2025-12-17T22:31:48.354652197Z,Communication Round 11,2025-12-17T22:31:48.354652197Z,1,2025-12-17T22:31:48.56371499Z,true,2025-12-17T22:38:53.838149551Z
01KCQ71RCXZ565R5G7Q94DK9VN,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.381325223Z,true,2025-12-17T22:31:48.381325223Z,true,2025-12-17T22:55:50.58627834Z,true,2025-12-17T22:31:48.381325223Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.381325223Z,45,2025-12-17T22:31:48.381325223Z,false,2025-12-17T22:31:48.381325223Z,Communication Round 44,2025-12-17T22:31:48.381325223Z,1,2025-12-17T22:31:48.94974851Z,true,2025-12-17T22:55:20.343528469Z
01KCQ71RCYW56GVWSWPRXQDX1Q,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.382701989Z,true,2025-12-17T22:31:48.382701989Z,false,2025-12-17T22:31:48.382701989Z,true,2025-12-17T22:31:48.382701989Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.382701989Z,47,2025-12-17T22:31:48.382701989Z,false,2025-12-17T22:31:48.382701989Z,Communication Round 46,2025-12-17T22:31:48.382701989Z,1,2025-12-17T22:31:48.970634396Z,false,2025-12-17T22:31:48.382701989Z
01KCQ71RCZH9EAJGJJYRRGQWX3,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.383167098Z,true,2025-12-17T22:31:48.383167098Z,false,2025-12-17T22:31:48.383167098Z,true,2025-12-17T22:31:48.383167098Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.383167098Z,48,2025-12-17T22:31:48.383167098Z,false,2025-12-17T22:31:48.383167098Z,Communication Round 47,2025-12-17T22:31:48.383167098Z,1,2025-12-17T22:31:48.983759189Z,false,2025-12-17T22:31:48.383167098Z
01KCQ71RC8Q7HN59S7QR5M866N,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.360578565Z,true,2025-12-17T22:31:48.360578565Z,true,2025-12-17T22:48:17.108785713Z,true,2025-12-17T22:31:48.360578565Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.360578565Z,30,2025-12-17T22:31:48.360578565Z,false,2025-12-17T22:31:48.360578565Z,Communication Round 29,2025-12-17T22:31:48.360578565Z,1,2025-12-17T22:31:48.760348536Z,true,2025-12-17T22:47:46.845084139Z
01KCQ71RCB08R7C01R9DWF5H8Z,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.36355987Z,true,2025-12-17T22:31:48.36355987Z,true,2025-12-17T22:47:16.535545312Z,true,2025-12-17T22:31:48.36355987Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.36355987Z,28,2025-12-17T22:31:48.36355987Z,false,2025-12-17T22:31:48.36355987Z,Communication Round 27,2025-12-17T22:31:48.36355987Z,1,2025-12-17T22:31:48.733459547Z,true,2025-12-17T22:46:46.303332139Z
01KCQ71RCYW56GVWSWNXPAW30X,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.38208023Z,true,2025-12-17T22:31:48.38208023Z,false,2025-12-17T22:31:48.38208023Z,true,2025-12-17T22:31:48.38208023Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.38208023Z,46,2025-12-17T22:31:48.38208023Z,false,2025-12-17T22:31:48.38208023Z,Communication Round 45,2025-12-17T22:31:48.38208023Z,1,2025-12-17T22:31:48.959406691Z,true,2025-12-17T22:55:50.622344166Z
01KCQ71RC5DWN7H0TH4EP0E8AW,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.35707185Z,true,2025-12-17T22:31:48.35707185Z,true,2025-12-17T22:45:15.500966759Z,true,2025-12-17T22:31:48.35707185Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.35707185Z,24,2025-12-17T22:31:48.35707185Z,false,2025-12-17T22:31:48.35707185Z,Communication Round 23,2025-12-17T22:31:48.35707185Z,1,2025-12-17T22:31:48.686028252Z,true,2025-12-17T22:44:45.285311328Z
