id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01KCQ71VDN1J5GE3XPFK38G7VA,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:51.477517457Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:51.477517457Z,01KCQ6SX2Z1B8XCMGGS45BAFER,2025-12-17T22:31:51.477517457Z,01KCQ71RBFXNFCNS3S3QFW59TN,2025-12-17T22:31:51.477517457Z,01KCQ71REJWPFBRMRZBC3CD4Q1,2025-12-17T22:31:51.477517457Z,true,2025-12-17T22:32:13.312778598Z
01KCQ7GK2AHTW7KJS4MQP5TDRJ,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:39:54.442791814Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:39:54.442791814Z,01KCQ6QPG3ECKQZM08SE35STM4,2025-12-17T22:39:54.442791814Z,01KCQ71RBYXB0S1MGXYQ8QAJNZ,2025-12-17T22:39:54.442791814Z,01KCQ71RK5MNF129NK9MRRS7R8,2025-12-17T22:39:54.442791814Z,true,2025-12-17T22:40:22.743061047Z
01KCQ7Y2Z2TZXQMA5JEPT31VZ7,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:47:16.706944958Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:47:16.706944958Z,01KCQ6QT08BF25T9MA5TWZ69SY,2025-12-17T22:47:16.706944958Z,01KCQ71RC730KDYTQWCGW5S5PR,2025-12-17T22:47:16.706944958Z,01KCQ71RR7W3Z0C8HGRXJDD81M,2025-12-17T22:47:16.706944958Z,true,2025-12-17T22:47:21.462387374Z
01KCQ84HJKQDCRGP5SS7S8G146,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:50:48.275600781Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:50:48.275600781Z,01KCQ6RD6J53K7F564C4R9CN72,2025-12-17T22:50:48.275600781Z,01KCQ71RC9BQCKC7VMGXTWZ9CV,2025-12-17T22:50:48.275600781Z,01KCQ71RTVR6N2D0D3Z0XYQGFZ,2025-12-17T22:50:48.275600781Z,true,2025-12-17T22:50:54.050667028Z
01KCQ8B0ADFG48JHHQZKVK0690,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:54:19.981702226Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:54:19.981702226Z,01KCQ6RQE1YGGY1A1ARD2Y0D4P,2025-12-17T22:54:19.981702226Z,01KCQ71RCWE6DD2C95SMEEA8Z7,2025-12-17T22:54:19.981702226Z,01KCQ71RXW51KS88FB71HW5CXZ,2025-12-17T22:54:19.981702226Z,true,2025-12-17T22:54:21.866026636Z
01KCQ7DTF8Y8A9KSJGVHCVFF91,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:38:23.720455705Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:38:23.720455705Z,01KCQ6QPG3ECKQZM08SE35STM4,2025-12-17T22:38:23.720455705Z,01KCQ71RBZYYGFV9YRVKTA9WAY,2025-12-17T22:38:23.720455705Z,01KCQ71RJ5G5ZKQYNGJH95GK8S,2025-12-17T22:38:23.720455705Z,,
01KCQ7ER0E4DW7VT6T0D1BPHWZ,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:38:53.966582722Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:38:53.966582722Z,01KCQ6RD6J53K7F564C4R9CN72,2025-12-17T22:38:53.966582722Z,01KCQ71RC27RKEZEW96RMDXH1V,2025-12-17T22:38:53.966582722Z,01KCQ71RJFK0K02WCKE3VVM899,2025-12-17T22:38:53.966582722Z,true,2025-12-17T22:39:10.527777428Z
01KCQ7Z0JS9BR1KMJ62ZW09QMB,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:47:47.033697415Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:47:47.033697415Z,01KCQ6SMSY6SDM4HDTSG5V30NB,2025-12-17T22:47:47.033697415Z,01KCQ71RC8Q7HN59S7QR5M866N,2025-12-17T22:47:47.033697415Z,01KCQ71RRKHT6W1NNHGNC4E067,2025-12-17T22:47:47.033697415Z,true,2025-12-17T22:47:51.228691436Z
01KCQ8BXVP2HMH7618DMP59N3H,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:54:50.230613475Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:54:50.230613475Z,01KCQ6SMSY6SDM4HDTSG5V30NB,2025-12-17T22:54:50.230613475Z,01KCQ71RCXZ565R5G7R19X09W6,2025-12-17T22:54:50.230613475Z,01KCQ71RY7RF83ZZTVHVBYAVHX,2025-12-17T22:54:50.230613475Z,true,2025-12-17T22:54:52.808654616Z
01KCQ8DRZJRBEBAPP4YV03N0VV,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:55:50.770542555Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:55:50.770542555Z,01KCQ6S79G084G6EKF6T4VDV94,2025-12-17T22:55:50.770542555Z,01KCQ71RCYW56GVWSWNXPAW30X,2025-12-17T22:55:50.770542555Z,01KCQ71RYVWF84XMSM4HXVQ1RX,2025-12-17T22:55:50.770542555Z,true,2025-12-17T22:55:52.680916878Z
