id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01KCQ71R8B6Z8WAXSQQ9C2R9XR,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.23528981Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.23528981Z,01KCQ6QPG3ECKQZM08SE35STM4,2025-12-17T22:31:48.23528981Z
01KCQ71R8B6Z8WAXSQR2PRPPZ8,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.235956359Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.235956359Z,01KCQ6RQE1YGGY1A1ARD2Y0D4P,2025-12-17T22:31:48.235956359Z
01KCQ71R8CVYFPXZD4ZK9HPAD7,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.236503235Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.236503235Z,01KCQ6SMSY6SDM4HDTSG5V30NB,2025-12-17T22:31:48.236503235Z
01KCQ71R8CVYFPXZD4ZVHPSTNV,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.236662638Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.236662638Z,01KCQ6SX2Z1B8XCMGGS45BAFER,2025-12-17T22:31:48.236662638Z
01KCQ71R8D8RK3GDXKCMNY6GFB,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.237095215Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.237095215Z,01KCQ71EQSDDA2YYE0KJYNVVKK,2025-12-17T22:31:48.237095215Z
01KCQ71R8B6Z8WAXSQQEHAB4SA,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.235596282Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.235596282Z,01KCQ6QT08BF25T9MA5TWZ69SY,2025-12-17T22:31:48.235596282Z
01KCQ71R8B6Z8WAXSQQQVF8ZZM,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.235764132Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.235764132Z,01KCQ6RD6J53K7F564C4R9CN72,2025-12-17T22:31:48.235764132Z
01KCQ71R8CVYFPXZD4Z9211PMK,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.236154632Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.236154632Z,01KCQ6S79G084G6EKF6T4VDV94,2025-12-17T22:31:48.236154632Z
01KCQ71R8CVYFPXZD5028K6V4R,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.236805799Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.236805799Z,01KCQ6VQS3NKMS788SJZB486WM,2025-12-17T22:31:48.236805799Z
01KCQ71R8CVYFPXZD50A238KBC,01KCQ6NKQ20HQGFV2BDPA2V949,2025-12-17T22:31:48.23699074Z,01KCQ6NKQW4NTDXB88A6GM7EM3,2025-12-17T22:31:48.23699074Z,01KCQ6WZB0DXKB0KXM3F7YGNPR,2025-12-17T22:31:48.23699074Z
