id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01KCMZ3MV1X5H84W9TFCP5FE25,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-12-17T01:34:32.801898241Z,all games finished,2025-12-17T02:04:54.440528389Z,true,2025-12-17T01:34:32.822631199Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-17T01:34:32.801898241Z,ended,2025-12-17T02:04:54.440528389Z
01KCMZYQEQPMC6KAZKZ2M3FV0C,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-12-17T01:49:20.21547357Z,all games finished,2025-12-17T02:00:10.339037384Z,true,2025-12-17T01:49:20.231476098Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-17T01:49:20.21547357Z,ended,2025-12-17T02:00:10.339037384Z
