id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01KCMZT6Z3X7NX4SCTJB9QDMB9,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.259437076Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.259437076Z,01KCMZSTX98Y6A7XQQX7X82R4Z,2025-12-17T01:46:52.259437076Z
01KCMZT6Z3X7NX4SCTJPY6980B,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.259519292Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.259519292Z,01KCMZT6005G93RHNB49J2EFJ3,2025-12-17T01:46:52.259519292Z
01KCMZT6Z2684K3G4D7HG8Y75H,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.258702116Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.258702116Z,01KCMZ8S1KN49MM5BH8MD3JVCC,2025-12-17T01:46:52.258702116Z
01KCMZT6Z2684K3G4D7V97YFK6,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.258860121Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.258860121Z,01KCMZ9FSE5G16XZ2G4YBEZVW5,2025-12-17T01:46:52.258860121Z
01KCMZT6Z3X7NX4SCTH75JA68Q,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.25905989Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.25905989Z,01KCMZNK6RENJZBPZHB3NZDRSZ,2025-12-17T01:46:52.25905989Z
01KCMZT6Z3X7NX4SCTJ5VWRNP4,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.259358232Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.259358232Z,01KCMZSRCBSTKAX6ZGVGWXVP1V,2025-12-17T01:46:52.259358232Z
01KCMZT6Z2684K3G4D84C84SNY,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.258972231Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.258972231Z,01KCMZNAXNJ9AK4PBNP028EQ9B,2025-12-17T01:46:52.258972231Z
01KCMZT6Z3X7NX4SCTHC5BM67M,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.259132255Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.259132255Z,01KCMZNS1A0YKP4F0M3RVHDHYB,2025-12-17T01:46:52.259132255Z
01KCMZT6Z3X7NX4SCTHM50Q63D,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.259206829Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.259206829Z,01KCMZNXHT12SC8FAESP8ZYG5J,2025-12-17T01:46:52.259206829Z
01KCMZT6Z3X7NX4SCTJ06D3QKS,01KCMZ3MV1X5H84W9TFCP5FE25,2025-12-17T01:46:52.259282953Z,01KCMZ3MVPVYWBA90H364BF6NW,2025-12-17T01:46:52.259282953Z,01KCMZPT4VTC396GNT8554T91E,2025-12-17T01:46:52.259282953Z
