id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01KCQ393VKNZGNF392NE6Z9F4P,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:25:55.187503017Z,University of Nottingham,2025-12-17T21:25:58.580524546Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:25:55.187503017Z,01KCQ2PQ2XQNEXS1ZEYHHPP4SY,2025-12-17T21:25:55.187503017Z,01KCQ30HNMJ4CDPZ2J7E8BZ44K,2025-12-17T21:25:55.187503017Z,1,2025-12-17T21:25:58.582780797Z
01KCQ3A972H5G639DWCQ3MV1N2,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:26:33.442386018Z,University of Glasgow,2025-12-17T21:26:35.419238268Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:26:33.442386018Z,01KCQ2PQ2XQNEXS1ZEYHHPP4SY,2025-12-17T21:26:33.442386018Z,01KCQ30HN9FZHXV0J87PQHSERY,2025-12-17T21:26:33.442386018Z,1,2025-12-17T21:26:35.417060617Z
01KCQ3JZEWTA9MK8YVNB1Q9C8T,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:31:18.364824997Z,Trinity College Dublin,2025-12-17T21:31:22.340676088Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:31:18.364824997Z,01KCQ2KZK8Z2KTV9XT2F24PB3J,2025-12-17T21:31:18.364824997Z,01KCQ30HP203PF10KKKTG0TEXB,2025-12-17T21:31:18.364824997Z,1,2025-12-17T21:31:22.347460132Z
01KCQ3M1SXR0SD63FS95F06W67,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:31:53.533677145Z,Trinity College Dublin,2025-12-17T21:31:56.108679136Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:31:53.533677145Z,01KCQ2PQ2XQNEXS1ZEYHHPP4SY,2025-12-17T21:31:53.533677145Z,01KCQ30HNT3F7FJQRJAGZXBE45,2025-12-17T21:31:53.533677145Z,1,2025-12-17T21:31:56.112455977Z
01KCQ3NRP04M19B45BN2SXY4XJ,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:32:49.728697187Z,,,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:32:49.728697187Z,01KCQ301HA8ZM5HHRMQQDWQZTS,2025-12-17T21:32:49.728697187Z,01KCQ30HP1M9T93XWPTWVBJY0J,2025-12-17T21:32:49.728697187Z,,
01KCQ3807D6J5FA2AB0H5209TZ,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:25:18.701695836Z,University of Nottingham,2025-12-17T21:25:20.235685607Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:25:18.701695836Z,01KCQ2SJ6MQWE9X9WVRT17GVN7,2025-12-17T21:25:18.701695836Z,01KCQ30HNJTXM3KCVZKM5HWY5Y,2025-12-17T21:25:18.701695836Z,1,2025-12-17T21:25:20.234884276Z
01KCQ3CDVKJG6GENWPWFKA136Q,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:27:43.731258561Z,Trinity College Dublin,2025-12-17T21:27:59.393132966Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:27:43.731258561Z,01KCQ2QMYFNGHW0JQM42RA7YXY,2025-12-17T21:27:43.731258561Z,01KCQ30HP1M9T93XWPTCPQ7E2V,2025-12-17T21:27:43.731258561Z,1,2025-12-17T21:27:59.398358824Z
01KCQ3F70ZTQG3VVFGEJJ7PV0Q,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:29:15.039998971Z,Trinity College Dublin,2025-12-17T21:29:21.885419703Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:29:15.039998971Z,01KCQ301HA8ZM5HHRMQQDWQZTS,2025-12-17T21:29:15.039998971Z,01KCQ30HNNNKH8QJGKSRGEG0D8,2025-12-17T21:29:15.039998971Z,1,2025-12-17T21:29:21.886897129Z
01KCQ34AFC6FZDP310SGVEWF74,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:23:18.12474151Z,University of Nottingham,2025-12-17T21:23:30.94608363Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:23:18.12474151Z,01KCQ2SJ6MQWE9X9WVRT17GVN7,2025-12-17T21:23:18.12474151Z,01KCQ30HM90JCAY19MFH7XNP9C,2025-12-17T21:23:18.12474151Z,1,2025-12-17T21:23:30.943945943Z
01KCQ38S66BF3KBP28M8Y0K3FV,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:25:44.262773409Z,Trinity College Dublin,2025-12-17T21:25:51.68818324Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:25:44.262773409Z,01KCQ2N41GPJRS10JH6XTKW15W,2025-12-17T21:25:44.262773409Z,01KCQ30HNHC795RN5V02PEYTF1,2025-12-17T21:25:44.262773409Z,0,2025-12-17T21:25:51.726071949Z
