id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01KCQ30HFQCW2BT62DC9VPN7EH,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.231207268Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.231207268Z,01KCQ2PQ2XQNEXS1ZEYHHPP4SY,2025-12-17T21:21:14.231207268Z
01KCQ30HFQCW2BT62DDDKWH6DD,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.231864665Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.231864665Z,01KCQ2SJ6MQWE9X9WVRT17GVN7,2025-12-17T21:21:14.231864665Z
01KCQ30HFRR86BRF74F22TR52F,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.232095047Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.232095047Z,01KCQ2VJME04ZY65SKN0RJFP92,2025-12-17T21:21:14.232095047Z
01KCQ30HFRR86BRF74F7N9XHN1,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.232363828Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.232363828Z,01KCQ301HA8ZM5HHRMQQDWQZTS,2025-12-17T21:21:14.232363828Z
01KCQ30HFP5VAEK74XESQ190NG,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.230585686Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.230585686Z,01KCQ2JQBZNVQSXGW7RQG26ZES,2025-12-17T21:21:14.230585686Z
01KCQ30HFP5VAEK74XF5TBCJHV,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.230972508Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.230972508Z,01KCQ2KZK8Z2KTV9XT2F24PB3J,2025-12-17T21:21:14.230972508Z
01KCQ30HFQCW2BT62DC26GB1J5,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.231103652Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.231103652Z,01KCQ2N41GPJRS10JH6XTKW15W,2025-12-17T21:21:14.231103652Z
01KCQ30HFQCW2BT62DCKFGC4PX,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.231297938Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.231297938Z,01KCQ2QMYFNGHW0JQM42RA7YXY,2025-12-17T21:21:14.231297938Z
01KCQ30HFQCW2BT62DCTWDWWXG,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.231391593Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.231391593Z,01KCQ2REZK80ZJZCBB7BHTJ285,2025-12-17T21:21:14.231391593Z
01KCQ30HFQCW2BT62DD5VENQ0S,01KCQ2HKKA1QXFS59CNCSQ39YE,2025-12-17T21:21:14.231681636Z,01KCQ2HKM1M6MJ96T2BXESBV3M,2025-12-17T21:21:14.231681636Z,01KCQ2RSJ1X35MPCQY5HT24E7B,2025-12-17T21:21:14.231681636Z
