participant_id,round,arm,choice,reward,own_success,own_failure,group_success,group_failure,prev_choice,prev_reward,condition
01JTNS7NPXBWAM6WBJVKS07CGG,1,0,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,1,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,2,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,3,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,4,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,5,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,6,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,7,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,8,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,1,9,7,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,0,5,1.0,0,0,2,1,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,1,5,1.0,0,0,3,1,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,2,5,1.0,0,0,1,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,3,5,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,4,5,1.0,0,0,3,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,5,5,1.0,0,0,33,2,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,6,5,1.0,0,0,1,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,7,5,1.0,1,0,1,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,8,5,1.0,0,0,0,0,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,7,9,5,1.0,0,0,0,1,-1,,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,8,0,7,1.0,0,0,2,1,5,1.0,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,8,1,7,1.0,0,0,3,1,5,1.0,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,8,2,7,1.0,0,0,1,0,5,1.0,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,8,3,7,1.0,0,0,0,0,5,1.0,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,8,4,7,1.0,0,0,4,0,5,1.0,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,8,5,7,1.0,1,0,36,8,5,1.0,asocial
01JTNS7NPXBWAM6WBJVKS07CGG,8,6,7,1.0,0,0,1,0,5,1.0,asocial
