id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JTNSEJSVEHY50PPAGX77H8V3,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-05-07T16:32:21.307982369Z,,,true,2025-05-07T16:32:21.328762578Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-07T16:32:21.307982369Z,terminated,2025-05-07T16:33:42.843729315Z
01JTNRWRNBYTRE4PNH7H4Q7PJ8,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-05-07T16:22:37.483679393Z,all games finished,2025-05-07T16:52:09.584500558Z,true,2025-05-07T16:22:37.512629137Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-07T16:22:37.483679393Z,ended,2025-05-07T16:52:09.584500558Z
01JTNSCK1H86SHX03W1PFVWF7X,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-05-07T16:31:16.017935135Z,,,true,2025-05-07T16:31:16.030702316Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-07T16:31:16.017935135Z,terminated,2025-05-07T16:31:45.852969109Z
