id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01JW97A1T6354EXJ8M8JH48ZK8,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934222269Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934222269Z,01JW9753GREBH8Q1H278C6P42E,2025-05-27T15:55:48.934222269Z
01JW97A1T6354EXJ8M8Y2P91SW,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934337581Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934337581Z,01JW975ABV8DXQEHP7WWZH726C,2025-05-27T15:55:48.934337581Z
01JW97A1T6354EXJ8M9TP49YKG,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934820151Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934820151Z,01JW978H1YK0SPZTAH90JHFHNS,2025-05-27T15:55:48.934820151Z
01JW97A1T5F43ST9BCBEZSF71K,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.933752841Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.933752841Z,01JW974XJR8E3E51JYY40R7ZH8,2025-05-27T15:55:48.933752841Z
01JW97A1T6354EXJ8M8872FZ8S,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934083283Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934083283Z,01JW9752CPM09HPW1D7P74C9VB,2025-05-27T15:55:48.934083283Z
01JW97A1T6354EXJ8M955G0XPD,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934456507Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934456507Z,01JW975NV5ED6J52HENAXJPCQK,2025-05-27T15:55:48.934456507Z
01JW97A1T6354EXJ8M9BA4NC09,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934569876Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934569876Z,01JW977W20P7YBB68AXRWTC4WD,2025-05-27T15:55:48.934569876Z
01JW97A1T6354EXJ8M9J7JYW8P,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934689194Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934689194Z,01JW978C35KHQYD6GHFHASHHFF,2025-05-27T15:55:48.934689194Z
01JW97A1T6354EXJ8MA52G3FNT,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.934949853Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.934949853Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T15:55:48.934949853Z
01JW97A1T8ZTQ0267FMEBDH3VV,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:48.936054347Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:48.936054347Z,01JW97984H3NNZWV6E2HQ6YMPB,2025-05-27T15:55:48.936054347Z
