age_mean,age_min,age_max,gender__Female,gender__Male,race__Caucasian,race__African,education__Some College,education__College,education__High School,education__Graduate Professional School,politicalOrientation__Extremely Liberal,politicalOrientation__Extremely Conservative,politicalOrientation__Moderately Liberal,politicalOrientation__Moderately Conservative,politicalOrientation__Slightly Liberal
42.2,19,60,0.7,0.3,0.8,0.2,0.4,0.3,0.2,0.1,0.4,0.2,0.2,0.1,0.1
