id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01JW97D5XFT2WVTZDBJEB3MDZ9,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:57:31.439929684Z,,,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:57:31.439929684Z,01JW975NV5ED6J52HENAXJPCQK,2025-05-27T15:57:31.439929684Z,01JW97A1XB5NETT6AX4CMAS807,2025-05-27T15:57:31.439929684Z,,
01JW97H4GBBD8HG4XWGKSJXKJ1,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:59:41.067915272Z,Slate,2025-05-27T15:59:48.458968708Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:59:41.067915272Z,01JW974XJR8E3E51JYY40R7ZH8,2025-05-27T15:59:41.067915272Z,01JW97A1XC8XA9NA1S5AWDYWA9,2025-05-27T15:59:41.067915272Z,1,2025-05-27T15:59:48.460783973Z
01JW97PXJCRAEZNHGAPC2S01NA,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:02:50.572556429Z,Slate,2025-05-27T16:02:53.478578872Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:02:50.572556429Z,01JW978C35KHQYD6GHFHASHHFF,2025-05-27T16:02:50.572556429Z,01JW97A1XHX7ZAQZZZ6460ECAC,2025-05-27T16:02:50.572556429Z,1,2025-05-27T16:02:53.472106696Z
01JW97W4ESXKMR4EBJJD9NPBCC,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:05:41.465267378Z,Slate,2025-05-27T16:05:47.720554761Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:05:41.465267378Z,01JW977W20P7YBB68AXRWTC4WD,2025-05-27T16:05:41.465267378Z,01JW97A1XQ6X14745MC8VF0793,2025-05-27T16:05:41.465267378Z,1,2025-05-27T16:05:47.734816406Z
01JW9834B1R76SHPABB8R0G437,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:09:30.721130326Z,Slate,2025-05-27T16:09:33.704102165Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:09:30.721130326Z,01JW977W20P7YBB68AXRWTC4WD,2025-05-27T16:09:30.721130326Z,01JW97A1XRG2CEG6PZTPRKA7R2,2025-05-27T16:09:30.721130326Z,1,2025-05-27T16:09:33.715917224Z
01JW97KC6A6W0JEJFVXGBDP5PH,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:00:54.474615957Z,Slate,2025-05-27T16:01:08.182625778Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:00:54.474615957Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T16:00:54.474615957Z,01JW97A1XF5WWQYY20C210R6KN,2025-05-27T16:00:54.474615957Z,1,2025-05-27T16:01:08.183885388Z
01JW97NPNG6TN7EPXHN89GEWCR,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:02:10.736507403Z,Slate,2025-05-27T16:02:17.509618586Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:02:10.736507403Z,01JW975NV5ED6J52HENAXJPCQK,2025-05-27T16:02:10.736507403Z,01JW97A1XGKPTZPXYG16X34GS5,2025-05-27T16:02:10.736507403Z,0,2025-05-27T16:02:17.515442169Z
01JW983YCFYSN10T3HZMTKWH9E,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:09:57.391671381Z,Slate,2025-05-27T16:10:01.649828999Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:09:57.391671381Z,01JW978H1YK0SPZTAH90JHFHNS,2025-05-27T16:09:57.391671381Z,01JW97A1XST700GVH2PSHD4R44,2025-05-27T16:09:57.391671381Z,1,2025-05-27T16:10:01.653351064Z
01JW97A41AQZ5PM63X5M286V6D,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:55:51.210863902Z,,,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:55:51.210863902Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T15:55:51.210863902Z,01JW97A1WWBK79ET9HXQ5HS6MD,2025-05-27T15:55:51.210863902Z,,
01JW97JPXQ9JDDHQR0G4ZK28BM,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:00:32.695604471Z,Slate,2025-05-27T16:00:37.945951143Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:00:32.695604471Z,01JW975ABV8DXQEHP7WWZH726C,2025-05-27T16:00:32.695604471Z,01JW97A1XEP3WG934RVHKM4J8W,2025-05-27T16:00:32.695604471Z,1,2025-05-27T16:00:37.955003573Z
01JW97P948DBY6MVYHAVM7D7HA,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:02:29.640344744Z,Slate,2025-05-27T16:02:34.723112577Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:02:29.640344744Z,01JW9752CPM09HPW1D7P74C9VB,2025-05-27T16:02:29.640344744Z,01JW97A1XC8XA9NA1S5WZTB49M,2025-05-27T16:02:29.640344744Z,1,2025-05-27T16:02:34.719212852Z
01JW9834AT30Y4NAYBM7GZJY1F,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:09:30.714896662Z,Slate,2025-05-27T16:09:34.455931228Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:09:30.714896662Z,01JW974XJR8E3E51JYY40R7ZH8,2025-05-27T16:09:30.714896662Z,01JW97A1XRG2CEG6PZTPRKA7R2,2025-05-27T16:09:30.714896662Z,1,2025-05-27T16:09:34.453203745Z
01JW983YCGAEQQ75XBAPJ6G7YR,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:09:57.392552851Z,Slate,2025-05-27T16:10:22.400607965Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:09:57.392552851Z,01JW977W20P7YBB68AXRWTC4WD,2025-05-27T16:09:57.392552851Z,01JW97A1XST700GVH2PSHD4R44,2025-05-27T16:09:57.392552851Z,1,2025-05-27T16:10:22.425908091Z
01JW98CH8F0JH11C9Q4TY463BJ,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:14:38.863578875Z,,,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:14:38.863578875Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T16:14:38.863578875Z,01JW97A1XZYN8EZ7AA245BBS60,2025-05-27T16:14:38.863578875Z,,
01JW97EMVG9JBE93RN7Q2ZXMYS,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:58:19.504056933Z,Slate,2025-05-27T15:58:27.079039277Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:58:19.504056933Z,01JW978H1YK0SPZTAH90JHFHNS,2025-05-27T15:58:19.504056933Z,01JW97A1XB5NETT6AX4Z6XXPKR,2025-05-27T15:58:19.504056933Z,1,2025-05-27T15:58:27.075609735Z
01JW98BRJ85MA62E7WVW771EG9,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:14:13.576151941Z,Slate,2025-05-27T16:14:15.027518633Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:14:13.576151941Z,01JW978C35KHQYD6GHFHASHHFF,2025-05-27T16:14:13.576151941Z,01JW97A1XZYN8EZ7AA1H4CD272,2025-05-27T16:14:13.576151941Z,1,2025-05-27T16:14:15.030697401Z
01JW97RW5RGR6VRN4XFBKBEJ4K,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:03:54.680986667Z,Slate,2025-05-27T16:03:57.639156169Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:03:54.680986667Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T16:03:54.680986667Z,01JW97A1XM464SMTH0JV7T0M5E,2025-05-27T16:03:54.680986667Z,1,2025-05-27T16:03:57.640614175Z
01JW97T81QYK36PN0XHMWTC5D4,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:04:39.607419379Z,Slate,2025-05-27T16:04:45.629301717Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:04:39.607419379Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T16:04:39.607419379Z,01JW97A1XNY10R62CWEYS0THNN,2025-05-27T16:04:39.607419379Z,1,2025-05-27T16:04:45.636359971Z
01JW98B0SFRZ55G637CKTFEFA5,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:13:49.231398961Z,Slate,2025-05-27T16:13:52.76914543Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:13:49.231398961Z,01JW975NV5ED6J52HENAXJPCQK,2025-05-27T16:13:49.231398961Z,01JW97A1XYBK941AA9CABYEZF4,2025-05-27T16:13:49.231398961Z,1,2025-05-27T16:13:52.795228427Z
01JW97F9GKXWY11G3N9WWZ9Y9Q,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:58:40.659119943Z,Purple,2025-05-27T15:58:57.287856785Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:58:40.659119943Z,01JW97984H3NNZWV6E2HQ6YMPB,2025-05-27T15:58:40.659119943Z,01JW97A1XB5NETT6AX5QPJQW87,2025-05-27T15:58:40.659119943Z,1,2025-05-27T15:58:57.288761364Z
01JW97TP1PWAAVR445KEJY6JGV,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:04:53.942968021Z,Slate,2025-05-27T16:05:04.686958989Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:04:53.942968021Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T16:04:53.942968021Z,01JW97A1XK5JB9D0Q8SVDWE56D,2025-05-27T16:04:53.942968021Z,1,2025-05-27T16:05:04.696953765Z
01JW98BAKHW71CP2FNDQJME609,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:13:59.281158472Z,Slate,2025-05-27T16:14:13.440635608Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:13:59.281158472Z,01JW97984H3NNZWV6E2HQ6YMPB,2025-05-27T16:13:59.281158472Z,01JW97A1XZYN8EZ7AA0W9WBTC1,2025-05-27T16:13:59.281158472Z,1,2025-05-27T16:14:13.444927082Z
01JW97Q94YSK78VMGN1MB5EWMC,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:03:02.43054713Z,Slate,2025-05-27T16:03:33.266967733Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:03:02.43054713Z,01JW9753GREBH8Q1H278C6P42E,2025-05-27T16:03:02.43054713Z,01JW97A1XJ7ZT109G7T6PTSW4P,2025-05-27T16:03:02.43054713Z,1,2025-05-27T16:03:33.260917846Z
01JW97W4EMS5QFY6JW40ANGYPN,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:05:41.460552779Z,Slate,2025-05-27T16:05:48.056389875Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:05:41.460552779Z,01JW9753GREBH8Q1H278C6P42E,2025-05-27T16:05:41.460552779Z,01JW97A1XQ6X14745MC8VF0793,2025-05-27T16:05:41.460552779Z,1,2025-05-27T16:05:48.05898337Z
01JW97YMA14Y9KWQHYSNT4QS64,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:07:03.233134863Z,Pink,2025-05-27T16:07:09.698100344Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:07:03.233134863Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T16:07:03.233134863Z,01JW97A1XQ6X14745MCZ0BEMJQ,2025-05-27T16:07:03.233134863Z,1,2025-05-27T16:07:09.706602472Z
01JW97D5XKG49QQDJCY9RE70Y2,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:57:31.443713622Z,Indigo,2025-05-27T15:57:54.676023342Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:57:31.443713622Z,01JW97984H3NNZWV6E2HQ6YMPB,2025-05-27T15:57:31.443713622Z,01JW97A1XB5NETT6AX4CMAS807,2025-05-27T15:57:31.443713622Z,1,2025-05-27T15:57:54.678122091Z
01JW97G71502E44WXZ8XA6YBYF,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:59:10.88524573Z,Slate,2025-05-27T15:59:13.889180953Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T15:59:10.88524573Z,01JW9752CPM09HPW1D7P74C9VB,2025-05-27T15:59:10.88524573Z,01JW97A1XDT3MWGGXG3JE8PN03,2025-05-27T15:59:10.88524573Z,0,2025-05-27T15:59:13.871787492Z
01JW97PXJCRAEZNHGAPQDVZ2BY,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:02:50.573016779Z,Slate,2025-05-27T16:02:54.964002814Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:02:50.573016779Z,01JW977W20P7YBB68AXRWTC4WD,2025-05-27T16:02:50.573016779Z,01JW97A1XHX7ZAQZZZ6460ECAC,2025-05-27T16:02:50.573016779Z,1,2025-05-27T16:02:54.976263065Z
01JW981E9CSTEYZ4YTCBJPTMR9,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:08:35.372558371Z,Slate,2025-05-27T16:08:38.646588068Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:08:35.372558371Z,01JW9753GREBH8Q1H278C6P42E,2025-05-27T16:08:35.372558371Z,01JW97A1Y06QBPTHTBNM5M0ZPF,2025-05-27T16:08:35.372558371Z,1,2025-05-27T16:08:38.653928494Z
01JW985FQJ7N2WCETMFHH09J68,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:10:47.922344561Z,Purple,2025-05-27T16:10:54.557814507Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:10:47.922344561Z,01JW978H1YK0SPZTAH90JHFHNS,2025-05-27T16:10:47.922344561Z,01JW97A1XTMKR6BT8NVSWDD4EX,2025-05-27T16:10:47.922344561Z,0,2025-05-27T16:10:54.553579062Z
01JW98781ZR3Z24V71FNSMS16W,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:11:45.599927684Z,Crimson,2025-05-27T16:11:56.692318722Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:11:45.599927684Z,01JW9796N6PCD4PSQ1WCKCMJCY,2025-05-27T16:11:45.599927684Z,01JW97A1XTMKR6BT8NTEV0YKX2,2025-05-27T16:11:45.599927684Z,1,2025-05-27T16:11:56.701494716Z
01JW9885K0QCA5X1HDJW9N8PT2,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T16:12:15.840809928Z,Slate,2025-05-27T16:12:24.494740618Z,01JW973RGMPWP4THHA9146AQ1P,2025-05-27T16:12:15.840809928Z,01JW974XJR8E3E51JYY40R7ZH8,2025-05-27T16:12:15.840809928Z,01JW97A1XW7TBSP76YHZ34DDX3,2025-05-27T16:12:15.840809928Z,1,2025-05-27T16:12:24.496614672Z
