id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,cumulativeResults,cumulativeResultsLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JW973RGMPWP4THHA9146AQ1P,10,2025-05-27T15:55:48.926508824Z,01JW973RFZ5RMN96Y4ZPYJBM6Y,2025-05-27T15:52:22.804832659Z,"{""Crimson"":{""success"":8,""failures"":1},""Bright Green"":{""success"":1,""failures"":2},""Amber"":{""success"":2,""failures"":1},""Purple"":{""success"":27,""failures"":6},""Sky Blue"":{""success"":1,""failures"":1},""Pink"":{""success"":19,""failures"":5},""Indigo"":{""success"":3,""failures"":1},""Slate"":{""success"":386,""failures"":48},""Orange"":{""success"":2,""failures"":1},""Black"":{""success"":4,""failures"":2}}",2025-05-27T16:14:38.785843973Z,true,2025-05-27T16:17:49.117725141Z,end of game,2025-05-27T16:17:49.133903621Z,01JW973RHCZKRBF6H405Z3KAB4,2025-05-27T15:52:22.831271236Z,01JW97572P4FX3MWRZGSCEMTDB,2025-05-27T15:53:10.492216748Z,52,2025-05-27T15:55:49.056590425Z,null,2025-05-27T16:17:49.117725141Z,true,2025-05-27T15:55:48.926508824Z,true,2025-05-27T15:55:48.926508824Z,ended,2025-05-27T16:17:49.133903621Z,"{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}",2025-05-27T15:52:22.804832659Z,Standard-communication,2025-05-27T15:52:22.804832659Z
01JW97AX4JEH8SCS6516AF73WP,,,01JW97AX47V8FS2VJF8BRVS2R3,2025-05-27T15:56:16.914159572Z,,,false,2025-05-27T15:56:16.914159572Z,batch ended,2025-05-27T16:00:02.715658871Z,01JW97AX502M8GABA6GHA4Z2NJ,2025-05-27T15:56:16.93383356Z,01JW97FHQS2EDRGNPHQPY6NQTS,2025-05-27T15:58:49.087483204Z,,,,,false,2025-05-27T15:56:16.914159572Z,,,terminated,2025-05-27T16:00:02.715658871Z,"{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}",2025-05-27T15:56:16.914159572Z,Standard-communication,2025-05-27T15:56:16.914159572Z
