participant_id,round,arm,choice,reward,own_success,own_failure,group_success,group_failure,prev_choice,prev_reward,condition
01JW974XJR8E3E51JYY40R7ZH8,1,0,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,1,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,2,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,3,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,4,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,5,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,6,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,7,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,8,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,1,9,7,1.0,0,0,0,0,-1,,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,0,2,0.0,0,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,1,2,0.0,0,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,2,2,0.0,0,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,3,2,0.0,0,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,4,2,0.0,0,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,5,2,0.0,0,0,0,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,6,2,0.0,0,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,7,2,0.0,1,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,8,2,0.0,0,0,1,0,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,2,9,2,0.0,0,0,0,1,7,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,0,4,1.0,0,0,2,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,1,4,1.0,0,0,2,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,2,4,1.0,0,1,3,1,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,3,4,1.0,0,0,2,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,4,4,1.0,0,0,3,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,5,4,1.0,0,0,0,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,6,4,1.0,0,0,1,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,7,4,1.0,1,0,2,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,8,4,1.0,0,0,1,0,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,3,9,4,1.0,0,0,0,1,2,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,0,4,0.0,0,0,2,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,1,4,0.0,0,0,3,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,2,4,0.0,0,1,3,1,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,3,4,0.0,0,0,3,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,4,4,0.0,1,0,9,2,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,5,4,0.0,0,0,0,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,6,4,0.0,0,0,1,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,7,4,0.0,1,0,2,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,8,4,0.0,0,0,1,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,4,9,4,0.0,0,0,0,1,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,0,3,1.0,0,0,2,0,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,1,3,1.0,0,0,4,1,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,2,3,1.0,0,1,3,1,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,3,3,1.0,0,0,3,0,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,4,3,1.0,1,1,15,4,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,5,3,1.0,0,0,0,0,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,6,3,1.0,0,0,1,0,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,7,3,1.0,1,0,2,0,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,8,3,1.0,0,0,1,0,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,5,9,3,1.0,0,0,0,1,4,0.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,0,4,1.0,0,0,2,0,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,1,4,1.0,0,0,5,1,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,2,4,1.0,0,1,3,1,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,3,4,1.0,1,0,5,0,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,4,4,1.0,1,1,21,4,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,5,4,1.0,0,0,0,0,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,6,4,1.0,0,0,1,0,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,7,4,1.0,1,0,2,0,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,8,4,1.0,0,0,1,0,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,6,9,4,1.0,0,0,0,1,3,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,0,4,1.0,0,0,2,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,1,4,1.0,0,0,5,1,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,2,4,1.0,0,1,3,1,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,3,4,1.0,1,0,7,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,4,4,1.0,2,1,27,5,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,5,4,1.0,0,0,0,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,6,4,1.0,0,0,1,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,7,4,1.0,1,0,2,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,8,4,1.0,0,0,1,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,7,9,4,1.0,0,0,0,1,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,8,0,4,0.0,0,0,2,0,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,8,1,4,0.0,0,0,5,1,4,1.0,asocial
01JW974XJR8E3E51JYY40R7ZH8,8,2,4,0.0,0,1,3,1,4,1.0,asocial
