Round,Overall Entropy
1,3.169925001442312
2,3.016875695766564
3,2.680086250295561
4,2.377528809969154
5,2.2521245916110018
6,2.1080467174374227
7,2.0739581966453153
8,2.0419456698138343
9,1.9797155022980566
10,1.8869985480483389
11,1.79009230669383
12,1.6928488877764802
13,1.6319698184378089
14,1.5526226189633952
15,1.4808680187749934
16,1.4157438660620896
17,1.3712489453954129
18,1.3310110778947764
19,1.2944394622205102
20,1.2479445983406792
21,1.2178267346350666
22,1.1776815438241333
23,1.1402955095724792
24,1.105392660608853
25,1.0846082555780479
26,1.0789001053812173
27,1.0827860399818139
28,1.0697215802179758
29,1.057162058708879
30,1.0450936067383905
31,1.0199760298546796
32,1.022358976371262
33,0.9992320226737944
34,0.9772171785192006
35,0.9682353396520431
36,0.9595595643079518
37,0.9511788361328812
38,0.9323431517593752
39,0.9341531565749529
40,0.9255850821636336
41,0.9102676455265098
42,0.9038118780390147
43,0.9053297885187279
44,0.8991936496224943
45,0.8840188923681611
46,0.8693932826865911
47,0.8634085506281131
48,0.8576134654440548
49,0.8578296991061449
50,0.8574827391377418
51,0.8567034789246988
