id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt
01KCPY7EXJBR8BTM6NMJ8G55HE,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.098855282Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.098855282Z,01KCPY047ZK869J5R8RWVJE2Z0,2025-12-17T19:57:38.098855282Z
01KCPY7EXK4YYDR7DWDHD90PNC,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.099106161Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.099106161Z,01KCPY3NEJSHMYDA6AVMBGXCTC,2025-12-17T19:57:38.099106161Z
01KCPY7EXJBR8BTM6NK5Z6ND29,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.09818552Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.09818552Z,01KCPXYWW43PVTMG9XJ3XZCXKA,2025-12-17T19:57:38.09818552Z
01KCPY7EXJBR8BTM6NKGSADBB3,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.098387399Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.098387399Z,01KCPXYXA2EY5ZCFTPXEBTTE8G,2025-12-17T19:57:38.098387399Z
01KCPY7EXJBR8BTM6NMBN7WB11,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.098772163Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.098772163Z,01KCPXZTS69VQB2RMCW0Y8MX7F,2025-12-17T19:57:38.098772163Z
01KCPY7EXK4YYDR7DWDQ5BW93Q,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.099201591Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.099201591Z,01KCPY4G5PSR4GZVXYDMAG8SYF,2025-12-17T19:57:38.099201591Z
01KCPY7EXK4YYDR7DWDVFVZW9C,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.099333062Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.099333062Z,01KCPY6KSCFSR04EWGHZWGW1VR,2025-12-17T19:57:38.099333062Z
01KCPY7EXJBR8BTM6NKSJHD50Y,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.098507625Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.098507625Z,01KCPXZK6N8JT9VTZG3RX4M6AD,2025-12-17T19:57:38.098507625Z
01KCPY7EXJBR8BTM6NM31FHCJK,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.098627486Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.098627486Z,01KCPXZSMG8SS874KBVCZ25T5W,2025-12-17T19:57:38.098627486Z
01KCPY7EXJBR8BTM6NMVJVK5WQ,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.098967715Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.098967715Z,01KCPY20QCGA9NB263TN394XP6,2025-12-17T19:57:38.098967715Z
