id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01KCPXWMAGGV393451K75FMFKG,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-12-17T19:51:43.184673462Z,all games finished,2025-12-17T20:17:54.327575799Z,true,2025-12-17T19:51:43.207694116Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-17T19:51:43.184673462Z,ended,2025-12-17T20:17:54.327575799Z
01KCPYFNQXN8T5AYND4MBQZW3J,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-12-17T20:02:07.229741888Z,,,true,2025-12-17T20:02:07.246136836Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-17T20:02:07.229741888Z,terminated,2025-12-17T20:02:17.393158318Z
