id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01KCPY7FD73NQHCKQ33R2GEK7W,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.59928353Z,30,2025-12-17T19:57:38.59928353Z,true,2025-12-17T20:08:01.409319841Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.59928353Z,0,2025-12-17T19:57:38.59928353Z,true,2025-12-17T20:07:45.076031525Z,choice,2025-12-17T19:57:38.59928353Z,01KCPY7F1CGV0J66CR30B6085B,2025-12-17T19:57:38.59928353Z,true,2025-12-17T20:07:44.978345671Z,true,2025-12-17T20:07:45.116328337Z,01KCPY7FCTDT1JY28CMRC6KSP1,2025-12-17T19:57:38.59928353Z
01KCPY7FKPSGTCEN7JQYFX6CQ1,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.80678447Z,30,2025-12-17T19:57:38.80678447Z,true,2025-12-17T20:14:33.983825914Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.80678447Z,0,2025-12-17T19:57:38.80678447Z,true,2025-12-17T20:14:12.636477871Z,choice,2025-12-17T19:57:38.80678447Z,01KCPY7F1EJQBG95MNXGQPFQKF,2025-12-17T19:57:38.80678447Z,true,2025-12-17T20:14:12.548113435Z,true,2025-12-17T20:14:12.657968432Z,01KCPY7FKM2C78G1CDFCJ9FER6,2025-12-17T19:57:38.80678447Z
01KCPY7FM1W5MPE3ZECCSAN4D3,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.817177438Z,200,2025-12-17T19:57:38.817177438Z,true,2025-12-17T20:17:54.245090174Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.817177438Z,0,2025-12-17T19:57:38.817177438Z,true,2025-12-17T20:14:34.215829285Z,Group-Allocation,2025-12-17T19:57:38.817177438Z,01KCPY7F1DE0V19SMX0ER3V79M,2025-12-17T19:57:38.817177438Z,true,2025-12-17T20:14:34.133384424Z,true,2025-12-17T20:14:34.233347666Z,01KCPY7FKXMQTE5C06VSSAK3AV,2025-12-17T19:57:38.817177438Z
01KCPY7FEEX26QZPQSVM437548,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.638507394Z,30,2025-12-17T19:57:38.638507394Z,true,2025-12-17T20:09:15.403180452Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.638507394Z,0,2025-12-17T19:57:38.638507394Z,true,2025-12-17T20:08:57.981019648Z,choice,2025-12-17T19:57:38.638507394Z,01KCPY7F15P1J8HFMXTN3N5JK7,2025-12-17T19:57:38.638507394Z,true,2025-12-17T20:08:57.916434253Z,true,2025-12-17T20:08:57.992564182Z,01KCPY7FEB9RB3XGK0MWV5JKMR,2025-12-17T19:57:38.638507394Z
01KCPY7F5G03D3DVFG1C9BF6M6,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.352195881Z,30,2025-12-17T19:57:38.352195881Z,true,2025-12-17T20:02:15.765688158Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.352195881Z,0,2025-12-17T19:57:38.352195881Z,true,2025-12-17T20:01:51.189410503Z,choice,2025-12-17T19:57:38.352195881Z,01KCPY7F1152ZDK0QS1RP09MYA,2025-12-17T19:57:38.352195881Z,true,2025-12-17T20:01:51.135239814Z,true,2025-12-17T20:01:51.210427546Z,01KCPY7F5DH3N67337DVF0HPVE,2025-12-17T19:57:38.352195881Z
01KCPY7F80GJNVVNWZRJWZ6K41,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.432751186Z,30,2025-12-17T19:57:38.432751186Z,true,2025-12-17T20:04:25.681340716Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.432751186Z,0,2025-12-17T19:57:38.432751186Z,true,2025-12-17T20:04:10.149557053Z,choice,2025-12-17T19:57:38.432751186Z,01KCPY7F12C23FEPJANNFCSKZS,2025-12-17T19:57:38.432751186Z,true,2025-12-17T20:04:10.073985797Z,true,2025-12-17T20:04:10.179274831Z,01KCPY7F7WD62D42FGXP8T74NR,2025-12-17T19:57:38.432751186Z
01KCPY7F90NDSJ1XJZ9N6Z4AC5,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.464620049Z,30,2025-12-17T19:57:38.464620049Z,true,2025-12-17T20:05:06.382350486Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.464620049Z,0,2025-12-17T19:57:38.464620049Z,true,2025-12-17T20:04:58.154490274Z,choice,2025-12-17T19:57:38.464620049Z,01KCPY7F0SNTCTY0PC231BJES2,2025-12-17T19:57:38.464620049Z,true,2025-12-17T20:04:58.099024717Z,true,2025-12-17T20:04:58.167281937Z,01KCPY7F8YE5REZZAWRJFSP9Y9,2025-12-17T19:57:38.464620049Z
01KCPY7F58T5GEY7JDFPMXV42P,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.344241061Z,30,2025-12-17T19:57:38.344241061Z,true,2025-12-17T20:01:51.03477264Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.344241061Z,0,2025-12-17T19:57:38.344241061Z,true,2025-12-17T20:01:30.634493372Z,choice,2025-12-17T19:57:38.344241061Z,01KCPY7F12C23FEPJAN4DP0885,2025-12-17T19:57:38.344241061Z,true,2025-12-17T20:01:30.582850159Z,true,2025-12-17T20:01:30.653941329Z,01KCPY7F5557Q5K8STKY6ZK4PD,2025-12-17T19:57:38.344241061Z
01KCPY7FFQPF70XK7P5M7RMKZM,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.679159025Z,30,2025-12-17T19:57:38.679159025Z,true,2025-12-17T20:10:26.852084617Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.679159025Z,0,2025-12-17T19:57:38.679159025Z,true,2025-12-17T20:10:05.228899468Z,choice,2025-12-17T19:57:38.679159025Z,01KCPY7F1JDRKVR6BNMR45ECD2,2025-12-17T19:57:38.679159025Z,true,2025-12-17T20:10:05.146231493Z,true,2025-12-17T20:10:05.268937578Z,01KCPY7FFMS0QVKX86ASJGD7TB,2025-12-17T19:57:38.679159025Z
01KCPY7F9A4V894Z8EGH4Z6KGY,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:38.474116419Z,30,2025-12-17T19:57:38.474116419Z,true,2025-12-17T20:05:23.783704122Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:38.474116419Z,0,2025-12-17T19:57:38.474116419Z,true,2025-12-17T20:05:06.556702159Z,choice,2025-12-17T19:57:38.474116419Z,01KCPY7F14E7R4VM4YZRRE8VR0,2025-12-17T19:57:38.474116419Z,true,2025-12-17T20:05:06.501947468Z,true,2025-12-17T20:05:06.57410184Z,01KCPY7F97BSQTYZM85DJQBMMP,2025-12-17T19:57:38.474116419Z
