id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01KCPYRBT1VVBSTPGDEVCHD5RV,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:06:51.969395963Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:06:51.969395963Z,01KCPXYXA2EY5ZCFTPXEBTTE8G,2025-12-17T20:06:51.969395963Z,01KCPY7F16FFBYADTQN0S7YYVA,2025-12-17T20:06:51.969395963Z,01KCPY7FBTZ7JW402PPSCXTBVZ,2025-12-17T20:06:51.969395963Z,true,2025-12-17T20:06:53.75794539Z
01KCPYXE75F844EGYA0951NSHE,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:09:38.277472743Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:09:38.277472743Z,01KCPY3NEJSHMYDA6AVMBGXCTC,2025-12-17T20:09:38.277472743Z,01KCPY7F1KPBT8QXA793RCKSAA,2025-12-17T20:09:38.277472743Z,01KCPY7FF1AKGCWQEY1B3CKMFD,2025-12-17T20:09:38.277472743Z,true,2025-12-17T20:09:48.534345728Z
01KCPY7HVRQXRNFW5CT6X0WP2W,01KCPXWMAGGV393451K75FMFKG,2025-12-17T19:57:41.112164085Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T19:57:41.112164085Z,01KCPXZTS69VQB2RMCW0Y8MX7F,2025-12-17T19:57:41.112164085Z,01KCPY7F03JHBNRFX9WMA2CFHA,2025-12-17T19:57:41.112164085Z,01KCPY7F2XF464P6ZYZ38SATV9,2025-12-17T19:57:41.112164085Z,true,2025-12-17T19:57:59.996838118Z
01KCPYMB5KFCBPRFYNQACQXFT8,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:04:40.243524686Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:04:40.243524686Z,01KCPY20QCGA9NB263TN394XP6,2025-12-17T20:04:40.243524686Z,01KCPY7F13TMT10SPS4EZPZB4F,2025-12-17T20:04:40.243524686Z,01KCPY7F8KXWKPJVNP4WT4QJGF,2025-12-17T20:04:40.243524686Z,true,2025-12-17T20:04:44.086963553Z
01KCPYMWMZW1P533NER7190GDM,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:04:58.143895047Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:04:58.143895047Z,01KCPXZK6N8JT9VTZG3RX4M6AD,2025-12-17T20:04:58.143895047Z,01KCPY7F0SNTCTY0PC231BJES2,2025-12-17T20:04:58.143895047Z,01KCPY7F90NDSJ1XJZ9N6Z4AC5,2025-12-17T20:04:58.143895047Z,true,2025-12-17T20:05:06.369208198Z
01KCPYN4VKCFR7VNHZKACE0ND6,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:05:06.547302921Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:05:06.547302921Z,01KCPXZK6N8JT9VTZG3RX4M6AD,2025-12-17T20:05:06.547302921Z,01KCPY7F14E7R4VM4YZRRE8VR0,2025-12-17T20:05:06.547302921Z,01KCPY7F9A4V894Z8EGH4Z6KGY,2025-12-17T20:05:06.547302921Z,true,2025-12-17T20:05:09.031616205Z
01KCPYQV5G2WP08J3XFCKNH6W6,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:06:34.928500308Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:06:34.928500308Z,01KCPY6KSCFSR04EWGHZWGW1VR,2025-12-17T20:06:34.928500308Z,01KCPY7F14E7R4VM4Z0AV8SYS2,2025-12-17T20:06:34.928500308Z,01KCPY7FB3Z2J5SAS4P3XNM6ZW,2025-12-17T20:06:34.928500308Z,true,2025-12-17T20:06:45.850479366Z
01KCPZ36Q9P6D0T38TK3CM456X,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:12:47.209873003Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:12:47.209873003Z,01KCPXZTS69VQB2RMCW0Y8MX7F,2025-12-17T20:12:47.209873003Z,01KCPY7F190XFCT173WJ65SWQT,2025-12-17T20:12:47.209873003Z,01KCPY7FJCW5FYJ25WXY0EGGCK,2025-12-17T20:12:47.209873003Z,true,2025-12-17T20:12:49.313693887Z
01KCPYDBZ6ST44ZK34ZAYR5DJY,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:00:51.686955956Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:00:51.686955956Z,01KCPXZK6N8JT9VTZG3RX4M6AD,2025-12-17T20:00:51.686955956Z,01KCPY7F0XWQ52BD5ZQ7R7DGVR,2025-12-17T20:00:51.686955956Z,01KCPY7F4PJT2Z8TE2ZJ1817BM,2025-12-17T20:00:51.686955956Z,true,2025-12-17T20:00:58.255618483Z
01KCPYKX36BR5ZHA9QC77EP7VV,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:04:25.830852005Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:04:25.830852005Z,01KCPY20QCGA9NB263TN394XP6,2025-12-17T20:04:25.830852005Z,01KCPY7F13TMT10SPS3CDA5M0R,2025-12-17T20:04:25.830852005Z,01KCPY7F8AGR2VW47WNMF67F4T,2025-12-17T20:04:25.830852005Z,true,2025-12-17T20:04:31.67889533Z
01KCPYMWMZW1P533NEQVDQNKVP,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:04:58.143304481Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:04:58.143304481Z,01KCPXZSMG8SS874KBVCZ25T5W,2025-12-17T20:04:58.143304481Z,01KCPY7F0SNTCTY0PC231BJES2,2025-12-17T20:04:58.143304481Z,01KCPY7F90NDSJ1XJZ9N6Z4AC5,2025-12-17T20:04:58.143304481Z,true,2025-12-17T20:05:01.610609518Z
01KCPYQC48AJ6R1568KQ7RPPR3,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:06:19.528581481Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:06:19.528581481Z,01KCPXZK6N8JT9VTZG3RX4M6AD,2025-12-17T20:06:19.528581481Z,01KCPY7F18925DTF5402VCP49Y,2025-12-17T20:06:19.528581481Z,01KCPY7FARM6QNEN4PVZEWB441,2025-12-17T20:06:19.528581481Z,true,2025-12-17T20:06:21.675815425Z
01KCPYSG2E6C7SY2YXFE0JV021,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:07:29.102561157Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:07:29.102561157Z,01KCPXZSMG8SS874KBVCZ25T5W,2025-12-17T20:07:29.102561157Z,01KCPY7F17MV2FSHSDE51Y4Z4C,2025-12-17T20:07:29.102561157Z,01KCPY7FCHEDCGX3GKRNWEDVH0,2025-12-17T20:07:29.102561157Z,true,2025-12-17T20:07:37.378845328Z
01KCPZ2QEZ2ET4QW094G2P5B83,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:12:31.584028014Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:12:31.584028014Z,01KCPXYWW43PVTMG9XJ3XZCXKA,2025-12-17T20:12:31.584028014Z,01KCPY7F190XFCT173VYCVVH0X,2025-12-17T20:12:31.584028014Z,01KCPY7FJ3QGAAAG5Y7E5Y99ZX,2025-12-17T20:12:31.584028014Z,true,2025-12-17T20:12:38.822163829Z
01KCPZ2QFANNKYRG4YZRQZDP63,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:12:31.594624149Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:12:31.594624149Z,01KCPXYXA2EY5ZCFTPXEBTTE8G,2025-12-17T20:12:31.594624149Z,01KCPY7F190XFCT173VYCVVH0X,2025-12-17T20:12:31.594624149Z,01KCPY7FJ3QGAAAG5Y7E5Y99ZX,2025-12-17T20:12:31.594624149Z,true,2025-12-17T20:12:32.54261184Z
01KCPYTFT6Z8M7AEZ74M67E6XQ,01KCPXWMAGGV393451K75FMFKG,2025-12-17T20:08:01.606083537Z,01KCPXWMB8GF3CFTRP5FNA385N,2025-12-17T20:08:01.606083537Z,01KCPXYXA2EY5ZCFTPXEBTTE8G,2025-12-17T20:08:01.606083537Z,01KCPY7F1BWVA6WNYC82K9MVRT,2025-12-17T20:08:01.606083537Z,01KCPY7FDJEW0K5WMG7X1QXWTA,2025-12-17T20:08:01.606083537Z,true,2025-12-17T20:08:03.48734888Z
