id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,cumulativeResults,cumulativeResultsLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01KCQ0QGHVPC931TJ4A6VH9M70,,,01KCQ0QGH4M6682F9HW8P6BN39,2025-12-17T20:41:21.212000842Z,,,false,2025-12-17T20:41:21.212000842Z,batch ended,2025-12-17T20:42:15.371547974Z,01KCQ0QGJSRBX84WGGVEBK7JJB,2025-12-17T20:41:21.246218236Z,01KCQ0RPSAJ1G63J3FPNX644NK,2025-12-17T20:42:00.369836609Z,,,,,false,2025-12-17T20:41:21.212000842Z,,,terminated,2025-12-17T20:42:15.371547974Z,"{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}",2025-12-17T20:41:21.212000842Z,Standard-communication,2025-12-17T20:41:21.212000842Z
01KCQ0S7FWE8XNVDJ7RPZNAZB7,10,2025-12-17T20:46:34.58170492Z,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:42:17.468844572Z,"{""Trinity College Dublin"":{""success"":1,""failures"":2},""The University of Western Australia"":{""success"":1,""failures"":2},""University of Glasgow"":{""success"":2,""failures"":2},""Heidelberg University"":{""success"":1,""failures"":3},""University of Adelaide"":{""success"":11,""failures"":12},""University of Leeds"":{""success"":321,""failures"":40},""University of Southampton"":{""success"":2,""failures"":3},""University of Sheffield"":{""success"":3,""failures"":4},""University of Nottingham"":{""success"":83,""failures"":26},""Karlsruhe Institute of Technology"":{""success"":1,""failures"":2}}",2025-12-17T21:00:46.203518718Z,true,2025-12-17T21:02:12.838420168Z,end of game,2025-12-17T21:02:12.854825151Z,01KCQ0S7GESKFDD91BG0G4D7YD,2025-12-17T20:42:17.489991915Z,01KCQ0SQ1DFZTT596ABWSEJPWS,2025-12-17T20:42:33.395545017Z,52,2025-12-17T20:46:34.718498584Z,null,2025-12-17T21:02:12.838420168Z,true,2025-12-17T20:46:34.58170492Z,true,2025-12-17T20:46:34.58170492Z,ended,2025-12-17T21:02:12.854825151Z,"{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}",2025-12-17T20:42:17.468844572Z,Standard-communication,2025-12-17T20:42:17.468844572Z
