id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01KCQ1KKQVESZ0JTH295BS0XP0,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:56:41.979764217Z,University of Nottingham,2025-12-17T20:56:55.824632611Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:56:41.979764217Z,01KCQ0VS2FQM44KAX4VK9ZT7HJ,2025-12-17T20:56:41.979764217Z,01KCQ112PNAMDY51AWKTJ24GE8,2025-12-17T20:56:41.979764217Z,1,2025-12-17T20:56:55.832532187Z
01KCQ1NF0TD4QEXKBX1Z9BD2N1,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:57:42.682298821Z,University of Leeds,2025-12-17T20:57:44.919371509Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:57:42.682298821Z,01KCQ0T9WP9Z5RDG9P0GG8PHGP,2025-12-17T20:57:42.682298821Z,01KCQ112PQWH2XCV8CARF4F8MG,2025-12-17T20:57:42.682298821Z,1,2025-12-17T20:57:44.929193353Z
01KCQ1R9E1BEH1F0XM2FRSCHJ6,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:59:15.265795554Z,University of Leeds,2025-12-17T20:59:16.251628195Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:59:15.265795554Z,01KCQ0T9WP9Z5RDG9P0GG8PHGP,2025-12-17T20:59:15.265795554Z,01KCQ112PRBKXFDSRW4SR31Z7D,2025-12-17T20:59:15.265795554Z,1,2025-12-17T20:59:16.260770031Z
01KCQ1H81VFHEQ35SBXPYMED0J,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:55:24.475174856Z,University of Leeds,2025-12-17T20:55:35.980429733Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:55:24.475174856Z,01KCQ0V3MC3YSJT2RSTCWJA9X0,2025-12-17T20:55:24.475174856Z,01KCQ112PJFGVX54H4N68BAJ8S,2025-12-17T20:55:24.475174856Z,1,2025-12-17T20:55:35.984138229Z
01KCQ1M1BSKMPNNVR9Y5ADB45X,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:56:55.929167328Z,University of Leeds,2025-12-17T20:56:57.92223164Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:56:55.929167328Z,01KCQ0SQPT90ZRPBZRC76QVSZN,2025-12-17T20:56:55.929167328Z,01KCQ112PPS3S2J3AXXW122B17,2025-12-17T20:56:55.929167328Z,1,2025-12-17T20:56:57.921066281Z
01KCQ1M1BWV57Y088P0Q6476R2,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:56:55.932567499Z,University of Leeds,2025-12-17T20:57:19.557475263Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:56:55.932567499Z,01KCQ0TX8GAA6G0Z23ZBHQ4FHR,2025-12-17T20:56:55.932567499Z,01KCQ112PPS3S2J3AXXW122B17,2025-12-17T20:56:55.932567499Z,1,2025-12-17T20:57:19.576324143Z
01KCQ1RXW6ST757WVB571SJ7FV,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:59:36.198518141Z,University of Leeds,2025-12-17T20:59:40.708848485Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:59:36.198518141Z,01KCQ0T9WP9Z5RDG9P0GG8PHGP,2025-12-17T20:59:36.198518141Z,01KCQ112PVPWA0TKEH86588NHH,2025-12-17T20:59:36.198518141Z,1,2025-12-17T20:59:40.718526618Z
01KCQ1SE62W7C0AN495XWHENSB,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:59:52.8986045Z,University of Leeds,2025-12-17T20:59:54.620524624Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:59:52.8986045Z,01KCQ0SQPT90ZRPBZRC76QVSZN,2025-12-17T20:59:52.8986045Z,01KCQ112PTYR42EDE2XTG8GWZQ,2025-12-17T20:59:52.8986045Z,1,2025-12-17T20:59:54.618138921Z
01KCQ19Q3C3MPJ6E7SXM0ERZ6C,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:51:17.740130647Z,University of Nottingham,2025-12-17T20:51:22.706462555Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:51:17.740130647Z,01KCQ0TX8GAA6G0Z23ZBHQ4FHR,2025-12-17T20:51:17.740130647Z,01KCQ112P50XJR6JEH2ABEVQPX,2025-12-17T20:51:17.740130647Z,0,2025-12-17T20:51:22.71926824Z
01KCQ168FZXY67N75EMQW4EJ66,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:49:24.47920595Z,University of Adelaide,2025-12-17T20:49:39.774825515Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:49:24.47920595Z,01KCQ0SJXZH7J91G11Z6GPS08P,2025-12-17T20:49:24.47920595Z,01KCQ112P269Q99NQS0X8EBJD2,2025-12-17T20:49:24.47920595Z,0,2025-12-17T20:49:39.775891009Z
01KCQ18SM9BBV26A06WK3E5EYP,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:50:47.561449821Z,University of Nottingham,2025-12-17T20:50:50.409905203Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:50:47.561449821Z,01KCQ0SJXZH7J91G11Z6GPS08P,2025-12-17T20:50:47.561449821Z,01KCQ112P4TT0TRNJDKCQB34DZ,2025-12-17T20:50:47.561449821Z,1,2025-12-17T20:50:50.411069578Z
