id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01KCQ112S2JSFXFDYJ7XRETBXW,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:34.786301575Z,60,2025-12-17T20:46:34.786301575Z,true,2025-12-17T20:47:37.291524944Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:34.786301575Z,0,2025-12-17T20:46:34.786301575Z,true,2025-12-17T20:46:37.254109296Z,introduction,2025-12-17T20:46:34.786301575Z,01KCQ112NCF6D3SB4YV2PPXW7E,2025-12-17T20:46:34.786301575Z,true,2025-12-17T20:46:37.036827031Z,true,2025-12-17T20:46:37.283382265Z,01KCQ112RWB2F7W3QDXAM93BPZ,2025-12-17T20:46:34.786301575Z
01KCQ112TVN0XX25SEBBRD7PB4,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:34.843638055Z,30,2025-12-17T20:46:34.843638055Z,true,2025-12-17T20:49:24.379730516Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:34.843638055Z,0,2025-12-17T20:46:34.843638055Z,true,2025-12-17T20:48:54.358473004Z,choice,2025-12-17T20:46:34.843638055Z,01KCQ112P269Q99NQS09DXVSVS,2025-12-17T20:46:34.843638055Z,true,2025-12-17T20:48:54.299916092Z,true,2025-12-17T20:48:54.375238699Z,01KCQ112TSNRA76XF9WRDMVCYV,2025-12-17T20:46:34.843638055Z
01KCQ113157NTXE9ZAMZ4ECB38,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:35.04559253Z,30,2025-12-17T20:46:35.04559253Z,true,2025-12-17T20:55:24.330799788Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:35.04559253Z,0,2025-12-17T20:46:35.04559253Z,true,2025-12-17T20:54:56.289268411Z,choice,2025-12-17T20:46:35.04559253Z,01KCQ112PH9Z9R2ZQY6W6XD5YE,2025-12-17T20:46:35.04559253Z,true,2025-12-17T20:54:56.218383191Z,true,2025-12-17T20:54:56.314395913Z,01KCQ11312KW9KB3HGNQTN1KDQ,2025-12-17T20:46:35.04559253Z
01KCQ11325TVS6GJR2Z7N900NZ,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:35.0779984Z,30,2025-12-17T20:46:35.0779984Z,true,2025-12-17T20:56:12.996428773Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:35.0779984Z,0,2025-12-17T20:46:35.0779984Z,true,2025-12-17T20:55:50.599051131Z,choice,2025-12-17T20:46:35.0779984Z,01KCQ112PJFGVX54H4PQKA591D,2025-12-17T20:46:35.0779984Z,true,2025-12-17T20:55:50.546144503Z,true,2025-12-17T20:55:50.618268169Z,01KCQ11323HWF0JND35W1SE88C,2025-12-17T20:46:35.0779984Z
01KCQ11335HEKQ90M98ZKNVA30,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:35.109761449Z,30,2025-12-17T20:46:35.109761449Z,true,2025-12-17T20:56:41.894421938Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:35.109761449Z,0,2025-12-17T20:46:35.109761449Z,true,2025-12-17T20:56:37.480883145Z,choice,2025-12-17T20:46:35.109761449Z,01KCQ112PPS3S2J3AXYC0DQ7S9,2025-12-17T20:46:35.109761449Z,true,2025-12-17T20:56:37.410918804Z,true,2025-12-17T20:56:37.508670762Z,01KCQ11332KJ88YVYYTB3PVA78,2025-12-17T20:46:35.109761449Z
01KCQ1136Q0CQWXTCNSJC2G8R7,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:35.224002481Z,30,2025-12-17T20:46:35.224002481Z,true,2025-12-17T20:59:15.17872803Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:35.224002481Z,0,2025-12-17T20:46:35.224002481Z,true,2025-12-17T20:59:07.795234906Z,choice,2025-12-17T20:46:35.224002481Z,01KCQ112Q20N1Y4X4PPKAQY7NK,2025-12-17T20:46:35.224002481Z,true,2025-12-17T20:59:07.736277822Z,true,2025-12-17T20:59:07.817048208Z,01KCQ1136MTHPJCW3P6W3DPRJN,2025-12-17T20:46:35.224002481Z
01KCQ112XQ4424TM12JJXNAK7V,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:34.935719825Z,30,2025-12-17T20:46:34.935719825Z,true,2025-12-17T20:52:15.28156689Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:34.935719825Z,0,2025-12-17T20:46:34.935719825Z,true,2025-12-17T20:51:56.845850803Z,choice,2025-12-17T20:46:34.935719825Z,01KCQ112P6A22EFWSDTJ2051SW,2025-12-17T20:46:34.935719825Z,true,2025-12-17T20:51:56.781151802Z,true,2025-12-17T20:51:56.868251855Z,01KCQ112XM0YF8AMTB371E3TJE,2025-12-17T20:46:34.935719825Z
01KCQ1134M6E6FYZBPD7K2C8D7,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:35.157032221Z,30,2025-12-17T20:46:35.157032221Z,true,2025-12-17T20:57:42.597408657Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:35.157032221Z,0,2025-12-17T20:46:35.157032221Z,true,2025-12-17T20:57:32.17348483Z,choice,2025-12-17T20:46:35.157032221Z,01KCQ112PQWH2XCV8CA553DD9C,2025-12-17T20:46:35.157032221Z,true,2025-12-17T20:57:32.110326952Z,true,2025-12-17T20:57:32.19224734Z,01KCQ1134J1X5KYWMNAHD211GH,2025-12-17T20:46:35.157032221Z
01KCQ113969TGFD7ZAWKNNT5FW,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:35.302716009Z,30,2025-12-17T20:46:35.302716009Z,true,2025-12-17T21:00:05.698264662Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:35.302716009Z,0,2025-12-17T20:46:35.302716009Z,true,2025-12-17T20:59:58.769849555Z,choice,2025-12-17T20:46:35.302716009Z,01KCQ112PS4C8RNYNS8H5JRF2Q,2025-12-17T20:46:35.302716009Z,true,2025-12-17T20:59:58.710110179Z,true,2025-12-17T20:59:58.792136461Z,01KCQ113942497AHRPNRS5J1Z5,2025-12-17T20:46:35.302716009Z
01KCQ113AFH1PCA0T241KXNYGP,01KCQ0S7FFWZXT535PW6MTNP4G,2025-12-17T20:46:35.34337381Z,30,2025-12-17T20:46:35.34337381Z,true,2025-12-17T21:00:46.16411475Z,01KCQ0S7FWE8XNVDJ7RPZNAZB7,2025-12-17T20:46:35.34337381Z,0,2025-12-17T20:46:35.34337381Z,true,2025-12-17T21:00:40.951575836Z,choice,2025-12-17T20:46:35.34337381Z,01KCQ112Q0FJ9P1VZMVP5AXAC0,2025-12-17T20:46:35.34337381Z,true,2025-12-17T21:00:40.875096535Z,true,2025-12-17T21:00:40.971361964Z,01KCQ113ABR1ZQCDB1GV4X23XA,2025-12-17T20:46:35.34337381Z
