id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01KCN4ZFF5X46KAME32DX88TMM,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:17:07.685744801Z,Heidelberg University,2025-12-17T03:17:11.063210588Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:17:07.685744801Z,01KCN4PVS45PVVAGY4HD0MG12E,2025-12-17T03:17:07.685744801Z,01KCN4Q430SHD6NWTMQBN1A80C,2025-12-17T03:17:07.685744801Z,0,2025-12-17T03:17:11.067673078Z
01KCN537ABAZ27NZTACXJSPS3G,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:19:10.411373155Z,University of Leeds,2025-12-17T03:19:26.315988981Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:19:10.411373155Z,01KCN4PXCMJ14H8J91JM5Q1D64,2025-12-17T03:19:10.411373155Z,01KCN4Q436PDEFW4W6DMSR5QXC,2025-12-17T03:19:10.411373155Z,1,2025-12-17T03:19:26.320593245Z
01KCN53TPQX23TJG967QHC156H,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:19:30.263763962Z,Karlsruhe Institute of Technology,2025-12-17T03:19:36.858760404Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:19:30.263763962Z,01KCN4K206D9A6GVSR40776MS7,2025-12-17T03:19:30.263763962Z,01KCN4Q437CRG9Y40H327G6YT6,2025-12-17T03:19:30.263763962Z,0,2025-12-17T03:19:36.857327424Z
01KCN5701SXPJS2VNB3YGTJ9J6,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:21:14.041756407Z,Trinity College Dublin,2025-12-17T03:21:15.172716629Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:21:14.041756407Z,01KCN4PZKT6MANX7J1NWVNWH6R,2025-12-17T03:21:14.041756407Z,01KCN4Q43D5VS51S401ANGY41Q,2025-12-17T03:21:14.041756407Z,1,2025-12-17T03:21:15.174735609Z
01KCN57ENPE3G0MKQJKGYPS62Y,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:21:29.014983637Z,University of Leeds,2025-12-17T03:21:38.05370349Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:21:29.014983637Z,01KCN4PVS45PVVAGY4HD0MG12E,2025-12-17T03:21:29.014983637Z,01KCN4Q43PVJGJGH51V7ZCRE0R,2025-12-17T03:21:29.014983637Z,0,2025-12-17T03:21:38.049545598Z
01KCN5GCF7X6J74D6P0JTS4NTW,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:26:21.671512882Z,,,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:26:21.671512882Z,01KCN4PZKT6MANX7J1NWVNWH6R,2025-12-17T03:26:21.671512882Z,01KCN4Q447YCPZ5NKD787C3BVC,2025-12-17T03:26:21.671512882Z,,
01KCN4Y5XV48DE9PSDG692FZWZ,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:16:25.147980427Z,University of Sheffield,2025-12-17T03:16:32.943065333Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:16:25.147980427Z,01KCN4PXCMJ14H8J91JM5Q1D64,2025-12-17T03:16:25.147980427Z,01KCN4Q42VEQ3KVR2Y6936K2ZG,2025-12-17T03:16:25.147980427Z,0,2025-12-17T03:16:32.942093084Z
01KCN51G2HR3ADWDB1AJRVZ7SC,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:18:13.84104704Z,,,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:18:13.84104704Z,01KCN4FWJ9YH6T0DSBYDZQ8RR3,2025-12-17T03:18:13.84104704Z,01KCN4Q435MC04BKNKKTN5ZG4Q,2025-12-17T03:18:13.84104704Z,,
01KCN57ENGD2T0JQ53R4BHNDMR,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:21:29.008541501Z,University of Leeds,2025-12-17T03:21:38.051301388Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:21:29.008541501Z,01KCN4FWJ9YH6T0DSBYDZQ8RR3,2025-12-17T03:21:29.008541501Z,01KCN4Q43PVJGJGH51V7ZCRE0R,2025-12-17T03:21:29.008541501Z,1,2025-12-17T03:21:38.057348118Z
01KCN4TW3SHTAPV2EMXTPP2DS0,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:14:36.79323802Z,Trinity College Dublin,2025-12-17T03:14:57.30354412Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:14:36.79323802Z,01KCN4K206D9A6GVSR40776MS7,2025-12-17T03:14:36.79323802Z,01KCN4Q42E902HW96VRRBK56Z7,2025-12-17T03:14:36.79323802Z,1,2025-12-17T03:14:57.308565992Z
