id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01KCN4Q4CXYG3Y8Y4ZV8GSVY19,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.205333583Z,30,2025-12-17T03:12:34.205333583Z,true,2025-12-17T03:19:53.096776614Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.205333583Z,0,2025-12-17T03:12:34.205333583Z,true,2025-12-17T03:19:30.345450227Z,choice,2025-12-17T03:12:34.205333583Z,01KCN4Q437CRG9Y40H327G6YT6,2025-12-17T03:12:34.205333583Z,true,2025-12-17T03:19:30.29286882Z,true,2025-12-17T03:19:30.370795856Z,01KCN4Q4CP7NSM780SJMXDQB8V,2025-12-17T03:12:34.205333583Z
01KCN4Q4DT31WW5G8K3V2X7E9D,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.234850781Z,30,2025-12-17T03:12:34.234850781Z,true,2025-12-17T03:20:50.42916015Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.234850781Z,0,2025-12-17T03:12:34.234850781Z,true,2025-12-17T03:20:32.54414973Z,choice,2025-12-17T03:12:34.234850781Z,01KCN4Q4396P6VM0D9ANR3GG4W,2025-12-17T03:12:34.234850781Z,true,2025-12-17T03:20:32.494321836Z,true,2025-12-17T03:20:32.555125737Z,01KCN4Q4DQPKZ0ZZDBNBEJVTK0,2025-12-17T03:12:34.234850781Z
01KCN4Q47NW9NESPRHCKJ5AN5Z,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.03715913Z,30,2025-12-17T03:12:34.03715913Z,true,2025-12-17T03:15:46.894671634Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.03715913Z,0,2025-12-17T03:12:34.03715913Z,true,2025-12-17T03:15:35.955012154Z,choice,2025-12-17T03:12:34.03715913Z,01KCN4Q42T4GGM6CGG1F1ZK4J1,2025-12-17T03:12:34.03715913Z,true,2025-12-17T03:15:35.900064844Z,true,2025-12-17T03:15:35.971557482Z,01KCN4Q47J4060TAD11TZ31J95,2025-12-17T03:12:34.03715913Z
01KCN4Q4CE1VZWQ1TM09H4175G,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.190383769Z,30,2025-12-17T03:12:34.190383769Z,true,2025-12-17T03:19:30.186887966Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.190383769Z,0,2025-12-17T03:12:34.190383769Z,true,2025-12-17T03:19:10.507692474Z,choice,2025-12-17T03:12:34.190383769Z,01KCN4Q436PDEFW4W6DMSR5QXC,2025-12-17T03:12:34.190383769Z,true,2025-12-17T03:19:10.449430769Z,true,2025-12-17T03:19:10.533329917Z,01KCN4Q4CA8WCWAQTTCN7V3851,2025-12-17T03:12:34.190383769Z
01KCN4Q4F7V93WP97DKSSMYZ38,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.280019215Z,30,2025-12-17T03:12:34.280019215Z,true,2025-12-17T03:21:47.631435057Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.280019215Z,0,2025-12-17T03:12:34.280019215Z,true,2025-12-17T03:21:29.101706028Z,choice,2025-12-17T03:12:34.280019215Z,01KCN4Q43PVJGJGH51V7ZCRE0R,2025-12-17T03:12:34.280019215Z,true,2025-12-17T03:21:29.040338852Z,true,2025-12-17T03:21:29.120669235Z,01KCN4Q4F5XH95DJ986BTQXX6B,2025-12-17T03:12:34.280019215Z
01KCN4Q4N9H330W6QPA6SSNX35,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.473535989Z,30,2025-12-17T03:12:34.473535989Z,true,2025-12-17T03:25:09.753708895Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.473535989Z,0,2025-12-17T03:12:34.473535989Z,true,2025-12-17T03:25:01.458685541Z,choice,2025-12-17T03:12:34.473535989Z,01KCN4Q43VBQ575907WJJXB6W0,2025-12-17T03:12:34.473535989Z,true,2025-12-17T03:25:01.387587066Z,true,2025-12-17T03:25:01.481510385Z,01KCN4Q4N6VX6AJ2Q8ZVSYT84X,2025-12-17T03:12:34.473535989Z
01KCN4Q45TZHAV5PPAHV1N1YBR,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:33.97846107Z,60,2025-12-17T03:12:33.97846107Z,true,2025-12-17T03:13:36.527879326Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:33.97846107Z,0,2025-12-17T03:12:33.97846107Z,true,2025-12-17T03:12:36.499180755Z,introduction,2025-12-17T03:12:33.97846107Z,01KCN4Q41Y2RBFPRG0DZ7SRMSV,2025-12-17T03:12:33.97846107Z,true,2025-12-17T03:12:36.284732362Z,true,2025-12-17T03:12:36.51897923Z,01KCN4Q45QEC71SDC7ZYGK6GZ9,2025-12-17T03:12:33.97846107Z
01KCN4Q4B7YV5605HVB0QN5VV3,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.151095584Z,30,2025-12-17T03:12:34.151095584Z,true,2025-12-17T03:18:13.754843916Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.151095584Z,0,2025-12-17T03:12:34.151095584Z,true,2025-12-17T03:17:59.69660769Z,choice,2025-12-17T03:12:34.151095584Z,01KCN4Q432MRA2MMZQ1X310TXA,2025-12-17T03:12:34.151095584Z,true,2025-12-17T03:17:59.617315322Z,true,2025-12-17T03:17:59.708985487Z,01KCN4Q4B4QF8VFET5F55SSKQF,2025-12-17T03:12:34.151095584Z
01KCN4Q4K21129AAZSN3EMC7YW,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.402287555Z,30,2025-12-17T03:12:34.402287555Z,true,2025-12-17T03:24:12.314319783Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.402287555Z,0,2025-12-17T03:12:34.402287555Z,true,2025-12-17T03:24:02.024748294Z,choice,2025-12-17T03:12:34.402287555Z,01KCN4Q43VBQ575907X9NA9E0E,2025-12-17T03:12:34.402287555Z,true,2025-12-17T03:24:01.956374253Z,true,2025-12-17T03:24:02.04754205Z,01KCN4Q4JZEBZVJVWRAN84C8EK,2025-12-17T03:12:34.402287555Z
01KCN4Q4N0X2WYSCHVFSV5N995,01KCN4AGMMJJK6NGAHPWZZJ9W5,2025-12-17T03:12:34.464322381Z,30,2025-12-17T03:12:34.464322381Z,true,2025-12-17T03:25:01.273285332Z,01KCN4AGN7NX3D10B0ZZSHQ5Y8,2025-12-17T03:12:34.464322381Z,0,2025-12-17T03:12:34.464322381Z,true,2025-12-17T03:24:49.201700813Z,choice,2025-12-17T03:12:34.464322381Z,01KCN4Q43RDAWDQ4N2Y9Z41J3G,2025-12-17T03:12:34.464322381Z,true,2025-12-17T03:24:49.116968938Z,true,2025-12-17T03:24:49.217391636Z,01KCN4Q4MX04RE8M7FPKEPRS62,2025-12-17T03:12:34.464322381Z
