id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JVWA8C75SBC7BPY0GPDA57E7,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-05-22T15:37:12.165631985Z,all games finished,2025-05-22T15:58:34.574416581Z,true,2025-05-22T15:37:12.198572576Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-22T15:37:12.165631985Z,ended,2025-05-22T15:58:34.574416581Z
01JVWAR0KJYQN3V523Q2HWH2MV,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-communication"",""desc"":""50-rounds 10-player Game with communication"",""factors"":{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}},""count"":1}]}}",2025-05-22T15:45:44.562254899Z,,,true,2025-05-22T15:45:44.58221307Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-22T15:45:44.562254899Z,running,2025-05-22T15:57:38.486871929Z
