id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JVWAMM82AFHZ52GYHSB5WN0H,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.602613702Z,30,2025-05-22T15:43:53.602613702Z,true,2025-05-22T15:47:34.960585216Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.602613702Z,0,2025-05-22T15:43:53.602613702Z,true,2025-05-22T15:47:23.015888718Z,choice,2025-05-22T15:43:53.602613702Z,01JVWAMKZWYQMT2AZYNP04TBQE,2025-05-22T15:43:53.602613702Z,true,2025-05-22T15:47:22.922410918Z,true,2025-05-22T15:47:23.038473369Z,01JVWAMM7ZTGE4N0D2FXER8VDY,2025-05-22T15:43:53.602613702Z
01JVWAMMAK1S5FPKR6W5JK3R6Z,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.683178386Z,30,2025-05-22T15:43:53.683178386Z,true,2025-05-22T15:49:36.18669703Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.683178386Z,0,2025-05-22T15:43:53.683178386Z,true,2025-05-22T15:49:06.165856603Z,choice,2025-05-22T15:43:53.683178386Z,01JVWAMKZFA4HZE8TAW3JGSAY6,2025-05-22T15:43:53.683178386Z,true,2025-05-22T15:49:06.096149008Z,true,2025-05-22T15:49:06.182531054Z,01JVWAMMAGMZRAPJMM0KT5CY4T,2025-05-22T15:43:53.683178386Z
01JVWAMMBV2ZJEQGX1P552GHT8,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.723120778Z,30,2025-05-22T15:43:53.723120778Z,true,2025-05-22T15:50:20.656689239Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.723120778Z,0,2025-05-22T15:43:53.723120778Z,true,2025-05-22T15:50:13.342662891Z,choice,2025-05-22T15:43:53.723120778Z,01JVWAMKZZMWTZSV7H88PVP66F,2025-05-22T15:43:53.723120778Z,true,2025-05-22T15:50:13.195034887Z,true,2025-05-22T15:50:13.383094197Z,01JVWAMMBPYH5SCTKAJZC80GPG,2025-05-22T15:43:53.723120778Z
01JVWAMMKS1F65HSSQNYBF4CBG,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.977404375Z,30,2025-05-22T15:43:53.977404375Z,true,2025-05-22T15:55:33.252418114Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.977404375Z,0,2025-05-22T15:43:53.977404375Z,true,2025-05-22T15:55:17.990439569Z,choice,2025-05-22T15:43:53.977404375Z,01JVWAMM00EZJYCJVGFS3S7KZ2,2025-05-22T15:43:53.977404375Z,true,2025-05-22T15:55:17.879485524Z,true,2025-05-22T15:55:18.016868567Z,01JVWAMMKNQ7K8A27AR4JRWQPF,2025-05-22T15:43:53.977404375Z
01JVWAMM5183Q23KHENMNMF5NB,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.505144614Z,30,2025-05-22T15:43:53.505144614Z,true,2025-05-22T15:46:19.915634376Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.505144614Z,0,2025-05-22T15:43:53.505144614Z,true,2025-05-22T15:46:11.278638476Z,choice,2025-05-22T15:43:53.505144614Z,01JVWAMKZQY3T83X43N99FG453,2025-05-22T15:43:53.505144614Z,true,2025-05-22T15:46:11.164838966Z,true,2025-05-22T15:46:11.302557819Z,01JVWAMM4XJQVQTTXW3KYBJ1FB,2025-05-22T15:43:53.505144614Z
01JVWAMM6F4XR86JH4RK4VJSPP,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.55157914Z,30,2025-05-22T15:43:53.55157914Z,true,2025-05-22T15:46:58.361874414Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.55157914Z,0,2025-05-22T15:43:53.55157914Z,true,2025-05-22T15:46:47.519094664Z,choice,2025-05-22T15:43:53.55157914Z,01JVWAMKZQY3T83X43MNJ5KTRB,2025-05-22T15:43:53.55157914Z,true,2025-05-22T15:46:47.434420024Z,true,2025-05-22T15:46:47.552965166Z,01JVWAMM6CRDVXCTN5M61RPW5C,2025-05-22T15:43:53.55157914Z
01JVWAMMD6HTBECD67BPHEV0F6,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.766661601Z,30,2025-05-22T15:43:53.766661601Z,true,2025-05-22T15:51:15.540748936Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.766661601Z,0,2025-05-22T15:43:53.766661601Z,true,2025-05-22T15:51:01.769709034Z,choice,2025-05-22T15:43:53.766661601Z,01JVWAMKZS1RST6CYJN555G2JJ,2025-05-22T15:43:53.766661601Z,true,2025-05-22T15:51:01.712448854Z,true,2025-05-22T15:51:01.792749857Z,01JVWAMMD431SMMA4RW0YXZJJS,2025-05-22T15:43:53.766661601Z
01JVWAMMNHRSVP41YPTJFQ39QE,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:54.033255554Z,200,2025-05-22T15:43:54.033255554Z,true,2025-05-22T15:58:34.451436945Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:54.033255554Z,0,2025-05-22T15:43:54.033255554Z,true,2025-05-22T15:56:41.784722466Z,Group-Allocation,2025-05-22T15:43:54.033255554Z,01JVWAMM0602HA1W730MQTPF23,2025-05-22T15:43:54.033255554Z,true,2025-05-22T15:56:41.726265949Z,true,2025-05-22T15:56:41.809729914Z,01JVWAMMNEMN3N312C27CG0E1B,2025-05-22T15:43:54.033255554Z
01JVWAMM5B90STRZ6R6YJW3QVQ,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.515959234Z,30,2025-05-22T15:43:53.515959234Z,true,2025-05-22T15:46:26.162157343Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.515959234Z,0,2025-05-22T15:43:53.515959234Z,true,2025-05-22T15:46:20.302238075Z,choice,2025-05-22T15:43:53.515959234Z,01JVWAMKZDZ5HT1M167X1XG42Q,2025-05-22T15:43:53.515959234Z,true,2025-05-22T15:46:20.102813607Z,true,2025-05-22T15:46:20.332053481Z,01JVWAMM596HYJHEV08MPW37SM,2025-05-22T15:43:53.515959234Z
01JVWAMMB4EZ14DPP4ZWRFHDGN,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:43:53.700198209Z,30,2025-05-22T15:43:53.700198209Z,true,2025-05-22T15:49:58.691860099Z,01JVWA8C86S313VBVEP34861GQ,2025-05-22T15:43:53.700198209Z,0,2025-05-22T15:43:53.700198209Z,true,2025-05-22T15:49:50.207838541Z,choice,2025-05-22T15:43:53.700198209Z,01JVWAMM00EZJYCJVGFG8ZMSA9,2025-05-22T15:43:53.700198209Z,true,2025-05-22T15:49:50.12183503Z,true,2025-05-22T15:49:50.2299297Z,01JVWAMMB1CHJ6F4XPHEZCWYJE,2025-05-22T15:43:53.700198209Z
