Round,Average Entropy
1,0.0
2,0.7
3,1.0346366672435916
4,1.0974686456350153
5,1.0055698477147312
6,0.9311890206013755
7,0.8611547584865565
8,0.8054607492416841
9,0.8009819298925202
10,0.774851838417878
11,0.7695296175196071
12,0.7388411074448953
13,0.7253607615373436
14,0.7154220849388004
15,0.7033147131016894
16,0.7169695121391213
17,0.7264679359759015
18,0.717185082890485
19,0.7135416370795628
20,0.7340791176519285
21,0.7613150838783034
22,0.7744897458537141
23,0.8313378654827639
24,0.8296582350618715
25,0.841208275673859
26,0.8702726442631381
27,0.9014250998289652
28,0.8935657026558392
29,0.9141519511384875
30,0.945169174024505
31,0.9639477296854894
32,0.9685493753468803
33,0.9876576767208289
34,0.9871892772345341
35,0.9850710982853238
36,0.9816721591099796
37,0.9772677498299048
38,0.9792587240229347
39,0.9792134302275493
40,0.9776717533903234
41,0.9863988305453123
42,0.9948719041508494
43,0.9896035069671886
44,0.9965328140961255
45,0.9982598009520878
46,0.9978725411823527
47,1.0173630281624355
48,1.0315076743117133
49,1.0515566020086933
50,1.056269545562337
51,1.0685655122231015
