id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,cumulativeResults,cumulativeResultsLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JVWA8C86S313VBVEP34861GQ,10,2025-05-22T15:43:53.205138332Z,01JVWA8C75SBC7BPY0GPDA57E7,2025-05-22T15:37:12.198202273Z,"{""Crimson"":{""success"":2,""failures"":2},""Bright Green"":{""success"":258,""failures"":31},""Amber"":{""success"":91,""failures"":12},""Purple"":{""success"":48,""failures"":6},""Sky Blue"":{""success"":34,""failures"":5},""Pink"":{""success"":7,""failures"":2},""Indigo"":{""success"":2,""failures"":2},""Slate"":{""success"":9,""failures"":3},""Orange"":{""success"":2,""failures"":2},""Black"":{""success"":4,""failures"":2}}",2025-05-22T15:56:41.620758569Z,true,2025-05-22T15:58:34.542065076Z,end of game,2025-05-22T15:58:34.561525185Z,01JVWA8C9K8AJBBBZ0PC7151WR,2025-05-22T15:37:12.262263845Z,01JVWAAZZ02AA8T4SCD4A7JB1Q,2025-05-22T15:38:37.936132581Z,52,2025-05-22T15:43:53.351045671Z,null,2025-05-22T15:58:34.542065076Z,true,2025-05-22T15:43:53.205138332Z,true,2025-05-22T15:43:53.205138332Z,ended,2025-05-22T15:58:34.561525185Z,"{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}",2025-05-22T15:37:12.198202273Z,Standard-communication,2025-05-22T15:37:12.198202273Z
01JVWAR0M5G8GYPCWQQF7NGMW7,,,01JVWAR0KJYQN3V523Q2HWH2MV,2025-05-22T15:45:44.581253595Z,,,false,2025-05-22T15:45:44.581253595Z,,,01JVWAR0N1D41R45R64CXAS290,2025-05-22T15:45:44.613352466Z,,,,,,,false,2025-05-22T15:45:44.581253595Z,,,,,"{""chatEnabled"":true,""numRounds"":50,""playerCount"":10,""type"":""communication""}",2025-05-22T15:45:44.581253595Z,Standard-communication,2025-05-22T15:45:44.581253595Z
