age_mean,age_min,age_max,gender__Male,gender__Female,race__Caucasian,race__African,race__Latin/x,race__Asian,education__College,education__Some College,education__High School,education__Graduate Professional School,politicalOrientation__Moderately Liberal,politicalOrientation__Slightly Liberal,politicalOrientation__Moderately Conservative,politicalOrientation__Extremely Liberal,politicalOrientation__Slightly Conservative
35.63636363636363,19,54,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091
