id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01KCSDCVVDSRPY1W2SFHKQKKH7,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-non-communication"",""desc"":""50-rounds 10-player Game without communication"",""factors"":{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}},""count"":1}]}}",2025-12-18T19:01:12.685694928Z,all games finished,2025-12-18T19:19:15.983126364Z,true,2025-12-18T19:01:12.722411055Z,"{""name"":""Default shared fail"",""kind"":""shared"",""duration"":300000000000,""strategy"":""fail""}",2025-12-18T19:01:12.685694928Z,ended,2025-12-18T19:19:15.983126364Z
