id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01KCSE6V0HQ1T8VT3YBTF1S1SQ,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:15:23.79350696Z,University of Nottingham,2025-12-18T19:15:25.824813758Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:15:23.79350696Z,01KCSDGKKDXB6P1QF9ZKRHNNJA,2025-12-18T19:15:23.79350696Z,01KCSDTNBZSP1AXASEFTFE745Y,2025-12-18T19:15:23.79350696Z,1,2025-12-18T19:15:25.827325165Z
01KCSEA4AC15RF13XVZRCR9YTT,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:17:11.628449153Z,Trinity College Dublin,2025-12-18T19:17:13.136912739Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:17:11.628449153Z,01KCSDHE0ACTBYXB4BZV7YEFD2,2025-12-18T19:17:11.628449153Z,01KCSDTNGB45BSVMRA7AETK0RC,2025-12-18T19:17:11.628449153Z,1,2025-12-18T19:17:13.134776014Z
01KCSE5YXGFA4FDTD10MTD4AGC,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:14:55.024345451Z,Trinity College Dublin,2025-12-18T19:14:56.737942152Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:14:55.024345451Z,01KCSDHE0ACTBYXB4BZV7YEFD2,2025-12-18T19:14:55.024345451Z,01KCSDTNDYBG5F8F7VXW4SGWV4,2025-12-18T19:14:55.024345451Z,1,2025-12-18T19:14:56.736422736Z
01KCSE4S5P54QDRYVBJQZWHDX2,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:14:16.374519845Z,University of Leeds,2025-12-18T19:14:25.364278664Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:14:16.374519845Z,01KCSDHHGWX11M70CFPMZRKXHH,2025-12-18T19:14:16.374519845Z,01KCSDTNC67QJNYMENZV2EC6GD,2025-12-18T19:14:16.374519845Z,1,2025-12-18T19:14:25.362493179Z
01KCSE0V26BP58JBR0478M16M1,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:12:07.238919263Z,Heidelberg University,2025-12-18T19:12:09.588775427Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:12:07.238919263Z,01KCSDK2H0EX2WDF314Z36C150,2025-12-18T19:12:07.238919263Z,01KCSDTNEJ31VAHX3KCEWNDJSM,2025-12-18T19:12:07.238919263Z,0,2025-12-18T19:12:09.587278669Z
01KCSE5RCRQSX4R7GJG2Z9E7JS,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:14:48.3441789Z,Trinity College Dublin,2025-12-18T19:14:50.007248389Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:14:48.3441789Z,01KCSDRC333KG39C0DTV8N8Q1Y,2025-12-18T19:14:48.3441789Z,01KCSDTNEBE0X9Z1606DKTR3XA,2025-12-18T19:14:48.3441789Z,1,2025-12-18T19:14:50.01010437Z
01KCSEAST0H6RN04X89R3HNB0W,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:17:33.632772003Z,Trinity College Dublin,2025-12-18T19:17:35.20477226Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:17:33.632772003Z,01KCSDRC333KG39C0DTV8N8Q1Y,2025-12-18T19:17:33.632772003Z,01KCSDTNGAC6JN71JYETBQBWH7,2025-12-18T19:17:33.632772003Z,1,2025-12-18T19:17:35.206090268Z
01KCSEAWR65EEPHBRKPZ5SCTP1,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:17:36.646536996Z,University of Leeds,2025-12-18T19:17:42.559976102Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:17:36.646536996Z,01KCSDHHGWX11M70CFPMZRKXHH,2025-12-18T19:17:36.646536996Z,01KCSDTNGB45BSVMRA7V9G2QGT,2025-12-18T19:17:36.646536996Z,1,2025-12-18T19:17:42.562739777Z
01KCSDZX952PX54BW955JT2JBW,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:11:36.7413499Z,University of Sheffield,2025-12-18T19:11:48.77023222Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:11:36.7413499Z,01KCSDQMMY8SBZW5QSDCK4TT17,2025-12-18T19:11:36.7413499Z,01KCSDTNEMZPV8WTM3Q8PPXFW3,2025-12-18T19:11:36.7413499Z,1,2025-12-18T19:11:48.77023222Z
01KCSE46V2PCGM0M6R1TGW74HH,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:13:57.602987969Z,University of Glasgow,2025-12-18T19:14:01.065691511Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:13:57.602987969Z,01KCSDGKKDXB6P1QF9ZKRHNNJA,2025-12-18T19:13:57.602987969Z,01KCSDTNCF1CFEGH0A8JK38TS8,2025-12-18T19:13:57.602987969Z,0,2025-12-18T19:14:01.067354017Z
01KCSE6ACJWW2KZPT80SBBXE1W,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:15:06.770716935Z,University of Leeds,2025-12-18T19:15:07.746104948Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:15:06.770716935Z,01KCSDNYV6G6YJHZ1ARXM4XHD7,2025-12-18T19:15:06.770716935Z,01KCSDTNEMZPV8WTM3QZ6RQ0GB,2025-12-18T19:15:06.770716935Z,1,2025-12-18T19:15:07.742581628Z
01KCSE6Y0B5NQ47B0GT7QACGD6,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:15:26.859098223Z,University of Nottingham,2025-12-18T19:15:28.624381539Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:15:26.859098223Z,01KCSDQP8HDHG36KC3G5TQSCYS,2025-12-18T19:15:26.859098223Z,01KCSDTNEF7B5TR3RV0Q23HMDQ,2025-12-18T19:15:26.859098223Z,1,2025-12-18T19:15:28.621815292Z
