id,batchID,batchIDLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,stageID,stageIDLastChangedAt,submit,submitLastChangedAt
01KCSEASWVFC77R3KF05KV8HWZ,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:17:33.723043783Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:17:33.723043783Z,01KCSDHHGWX11M70CFPMZRKXHH,2025-12-18T19:17:33.723043783Z,01KCSDTNGAC6JN71JYETBQBWH7,2025-12-18T19:17:33.723043783Z,01KCSDTPBQ5SD020VRHMM35XYH,2025-12-18T19:17:33.723043783Z,true,2025-12-18T19:17:36.271015642Z
01KCSEASWTSFSEE19PY43ACDX1,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:17:33.722206775Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:17:33.722206775Z,01KCSDK2H0EX2WDF314Z36C150,2025-12-18T19:17:33.722206775Z,01KCSDTNGAC6JN71JYETBQBWH7,2025-12-18T19:17:33.722206775Z,01KCSDTPBQ5SD020VRHMM35XYH,2025-12-18T19:17:33.722206775Z,true,2025-12-18T19:17:35.488154962Z
01KCSDZXBRQT60SF72BGAYECBW,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:11:36.82412401Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:11:36.82412401Z,01KCSDNYV6G6YJHZ1ARXM4XHD7,2025-12-18T19:11:36.82412401Z,01KCSDTNEMZPV8WTM3Q8PPXFW3,2025-12-18T19:11:36.82412401Z,01KCSDTNR1YH2NY2NSY69DGCSJ,2025-12-18T19:11:36.82412401Z,true,2025-12-18T19:11:39.831739493Z
01KCSE1TD1WZ5BN468T9SDH7KQ,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:12:39.329134637Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:12:39.329134637Z,01KCSDHHGWX11M70CFPMZRKXHH,2025-12-18T19:12:39.329134637Z,01KCSDTNEGB69G898QY1GY0G3A,2025-12-18T19:12:39.329134637Z,01KCSDTNWERR4E38PSZKVHJSCK,2025-12-18T19:12:39.329134637Z,true,2025-12-18T19:12:40.61360485Z
01KCSE22E37HB5AQ0Q0MRSEMZM,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:12:47.555528813Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:12:47.555528813Z,01KCSDQ2J7XJ7CT1QQ0A9Y035R,2025-12-18T19:12:47.555528813Z,01KCSDTNEEBPAF42XAH6S87JWZ,2025-12-18T19:12:47.555528813Z,01KCSDTNWT1S0SB1Q6SMZ1A6YJ,2025-12-18T19:12:47.555528813Z,true,2025-12-18T19:12:50.988723594Z
01KCSE34N9MV2D1X3VE9EGWNBK,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:13:22.601947654Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:13:22.601947654Z,01KCSDQMMY8SBZW5QSDCK4TT17,2025-12-18T19:13:22.601947654Z,01KCSDTNDXPTWEE8WACHWAYW89,2025-12-18T19:13:22.601947654Z,01KCSDTNY93TXB37WWBDXP2QNE,2025-12-18T19:13:22.601947654Z,,
01KCSE54Q4WZ5VEYNTQN8Z31KN,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:14:28.196958604Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:14:28.196958604Z,01KCSDJ3MY1GW4ZMYH7QY87JXC,2025-12-18T19:14:28.196958604Z,01KCSDTNDWJ0RQ4Z2JVZ905M02,2025-12-18T19:14:28.196958604Z,01KCSDTP0TMMDHQNR3T3F8TJ4K,2025-12-18T19:14:28.196958604Z,true,2025-12-18T19:14:30.038987164Z
01KCSE34NCKSEP0D3EWND8XVF2,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:13:22.604974819Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:13:22.604974819Z,01KCSDNYV6G6YJHZ1ARXM4XHD7,2025-12-18T19:13:22.604974819Z,01KCSDTNDXPTWEE8WACHWAYW89,2025-12-18T19:13:22.604974819Z,01KCSDTNY93TXB37WWBDXP2QNE,2025-12-18T19:13:22.604974819Z,true,2025-12-18T19:13:23.724609736Z
01KCSE9G0DV93Y11YXX8CBF2EP,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:16:50.829766343Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:16:50.829766343Z,01KCSDRC333KG39C0DTV8N8Q1Y,2025-12-18T19:16:50.829766343Z,01KCSDTNC19AJ9AJNQMYPGA24T,2025-12-18T19:16:50.829766343Z,01KCSDTP7TJCN66PWZ6XDNTZHE,2025-12-18T19:16:50.829766343Z,true,2025-12-18T19:16:52.266272635Z
01KCSE0V4KBPSWRXASDV52A809,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:12:07.31534336Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:12:07.31534336Z,01KCSDHHGWX11M70CFPMZRKXHH,2025-12-18T19:12:07.31534336Z,01KCSDTNEJ31VAHX3KCEWNDJSM,2025-12-18T19:12:07.31534336Z,01KCSDTNTH9JQFXJFAS26ZKY5P,2025-12-18T19:12:07.31534336Z,true,2025-12-18T19:12:10.427945962Z
01KCSE54Q4WZ5VEYNTQA65JVFG,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:14:28.196102595Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:14:28.196102595Z,01KCSDQMMY8SBZW5QSDCK4TT17,2025-12-18T19:14:28.196102595Z,01KCSDTNDWJ0RQ4Z2JVZ905M02,2025-12-18T19:14:28.196102595Z,01KCSDTP0TMMDHQNR3T3F8TJ4K,2025-12-18T19:14:28.196102595Z,,
01KCSE99801G0RRQHAHADPHZ0B,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:16:43.90455246Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:16:43.90455246Z,01KCSDQ2J7XJ7CT1QQ0A9Y035R,2025-12-18T19:16:43.90455246Z,01KCSDTNEKP6XK02ZMBVF9Q0NX,2025-12-18T19:16:43.90455246Z,01KCSDTP6N318PBEJQ83RNVFS1,2025-12-18T19:16:43.90455246Z,true,2025-12-18T19:16:46.900947864Z
01KCSE6AH6FTQ3K1G4WVW9MDV4,01KCSDCVVDSRPY1W2SFHKQKKH7,2025-12-18T19:15:06.918506253Z,01KCSDCVWE1ZABKNJN6W0WJHXA,2025-12-18T19:15:06.918506253Z,01KCSDHE0ACTBYXB4BZV7YEFD2,2025-12-18T19:15:06.918506253Z,01KCSDTNEMZPV8WTM3QZ6RQ0GB,2025-12-18T19:15:06.918506253Z,01KCSDTP2K5N2BF9CAW1WXVB8H,2025-12-18T19:15:06.918506253Z,true,2025-12-18T19:15:08.668579395Z
