Round,Overall Entropy
1,3.3219280948873626
2,3.1037016960573487
3,3.12742132943338
4,3.1134606841964283
5,3.1652678811899553
6,3.1845685128842596
7,3.135100106820887
8,3.1368309204123084
9,3.125947717522746
10,3.0945557501241585
11,3.0744615288956276
12,3.064063593937188
13,3.050819899864257
14,3.0357390829966193
15,3.038279795321057
16,3.0056084282134496
17,2.9775897359690306
18,2.957271844240263
19,2.9321782661963725
20,2.926640677186695
21,2.9249628442937645
22,2.898446825935167
23,2.879830710011943
24,2.8785699850830513
25,2.8587420051954946
26,2.846496164727749
27,2.83958272946458
28,2.8466203440439974
29,2.8389534170243755
30,2.821476906236901
31,2.8153072700708477
32,2.803241349865132
33,2.788297690806353
34,2.780875475268857
35,2.779666669343711
36,2.767988986796489
37,2.754214955471383
38,2.7503475850505286
39,2.743165443525066
40,2.747849733229548
41,2.7515725591927644
42,2.747577859994996
43,2.7439872315133154
44,2.7412983590749893
45,2.7396654034949393
46,2.73435988718088
47,2.7304436264132206
48,2.7200484661663213
49,2.7071037299315956
50,2.693550268053636
51,2.6877963854030353
