id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01JVR9FP8A0N8CN5W4A80VDR52,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:06:45.514761788Z,Orange,2025-05-21T02:06:47.621253294Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:06:45.514761788Z,01JVR94DXY79MX003W3AW46BCP,2025-05-21T02:06:45.514761788Z,01JVR98DFEP51MY8KJMD2DYPZS,2025-05-21T02:06:45.514761788Z,1,2025-05-21T02:06:47.622260393Z
01JVR9T05Y5PBPRH0G3GMP03TA,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:12:23.358710681Z,Crimson,2025-05-21T02:12:25.984172615Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:12:23.358710681Z,01JVR93SZ13KDJD015EVHBP1B2,2025-05-21T02:12:23.358710681Z,01JVR98DGYVX0721H7RHYKAWCQ,2025-05-21T02:12:23.358710681Z,1,2025-05-21T02:12:25.994348911Z
01JVR98GVPDCCMZRR3KAAB23R1,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:02:50.614079332Z,,,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:02:50.614079332Z,01JVR96EHK7W7PH0T61WC91SJE,2025-05-21T02:02:50.614079332Z,01JVR98DE876W66XTRDF7E9YT5,2025-05-21T02:02:50.614079332Z,,
01JVR9KH32ZPWJ6X81H0TRV5FF,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:08:51.298476098Z,Amber,2025-05-21T02:08:52.810977297Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:08:51.298476098Z,01JVR94A9PYR966XMPFQCHCWQ4,2025-05-21T02:08:51.298476098Z,01JVR98DF7Q4FZKSHRS8X4KXYP,2025-05-21T02:08:51.298476098Z,1,2025-05-21T02:08:52.812719352Z
01JVR9KYX5H2YCK3HP8VZFN2WD,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:09:05.445707051Z,Crimson,2025-05-21T02:09:06.033186606Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:09:05.445707051Z,01JVR93SZ13KDJD015EVHBP1B2,2025-05-21T02:09:05.445707051Z,01JVR98DFV8CMKP9BR4ZF0MC1T,2025-05-21T02:09:05.445707051Z,1,2025-05-21T02:09:06.036406431Z
01JVR9CW9DZKS1CVHTY9CQVCE2,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:05:13.389424595Z,Pink,2025-05-21T02:05:16.616384413Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:05:13.389424595Z,01JVR95BC0RRFWNKRQFXV95GJW,2025-05-21T02:05:13.389424595Z,01JVR98DF05VBQA6VV4C1S94PS,2025-05-21T02:05:13.389424595Z,1,2025-05-21T02:05:16.60950192Z
01JVR9JRVRXH19F8D4KXCMSB23,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:08:26.488374642Z,Indigo,2025-05-21T02:08:27.647324276Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:08:26.488374642Z,01JVR96EHK7W7PH0T61WC91SJE,2025-05-21T02:08:26.488374642Z,01JVR98DGMQNDS21WXKQKYDHEZ,2025-05-21T02:08:26.488374642Z,1,2025-05-21T02:08:27.641710908Z
01JVR9SBXEVSDTD532QVASAJBA,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:12:02.606384983Z,Slate,2025-05-21T02:12:08.303849487Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:12:02.606384983Z,01JVR94DXY79MX003W3AW46BCP,2025-05-21T02:12:02.606384983Z,01JVR98DGNETJ1F4R2CTEW829X,2025-05-21T02:12:02.606384983Z,0,2025-05-21T02:12:08.305789272Z
01JVR9GSX82D5M3JG8DKEE35TZ,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:07:22.024707577Z,Pink,2025-05-21T02:07:34.929959128Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:07:22.024707577Z,01JVR96GGFHAJ14W5T1RNEH4EK,2025-05-21T02:07:22.024707577Z,01JVR98DF2JQEC26SYZ6RY5H1Y,2025-05-21T02:07:22.024707577Z,1,2025-05-21T02:07:34.928524627Z
01JVR9B8QB02GQZKWKEWWT1BZK,01JVR91T163G5R5N813R5WVHQJ,2025-05-21T02:04:20.587370075Z,Amber,2025-05-21T02:04:43.12670328Z,01JVR91T1XEP3CKQP9TA76QDK4,2025-05-21T02:04:20.587370075Z,01JVR94A9PYR966XMPFQCHCWQ4,2025-05-21T02:04:20.587370075Z,01JVR98DF05VBQA6VV3TVCCHR4,2025-05-21T02:04:20.587370075Z,1,2025-05-21T02:04:43.141853296Z
