Round,Overall Entropy
1,3.321928094887362
2,3.2841837197791888
3,3.2704258221169593
4,3.227996296874364
5,3.178029304245841
6,3.134256391069509
7,3.1294257278312494
8,3.0908373011981567
9,3.078373113155684
10,3.0556632710698017
11,3.0640869408774853
12,3.06255790143586
13,3.0331423822381254
14,3.006001212249828
15,3.0125537369211184
16,2.996316986643618
17,2.9809258411602886
18,2.966785338373939
19,2.958827916523693
20,2.9513359307141918
21,2.9546015579243106
22,2.9608487356827826
23,2.9574256966262853
24,2.9507033123445443
25,2.930799646520439
26,2.916981419007829
27,2.9087586750383583
28,2.90083698763316
29,2.9013989144782477
30,2.8939220540280566
31,2.8900256566232185
32,2.8902742047954533
33,2.901994235426459
34,2.8993891228430524
35,2.9182861314434736
36,2.9291760062165935
37,2.9383172551191215
38,2.9522102312856187
39,2.9598186918270954
40,2.971136768305342
41,2.9765882081560875
42,2.9780497330180182
43,2.9790608036999418
44,2.9850492920130764
45,2.988647226085921
46,2.989589364686312
47,2.9839080843296846
48,2.9806877628268147
49,2.9775058368085445
50,2.978033149423485
51,2.9783422787952425
