id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,cumulativeResults,cumulativeResultsLastChangedAt,ended,endedLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,roundIndex,roundIndexLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01KCSFHXBM66C5TQP7FFW2GN50,10,2025-12-18T19:47:59.268746766Z,01KCSFHXATA74QAE1X905F314Q,2025-12-18T19:38:55.220636847Z,"{""Trinity College Dublin"":{""success"":131,""failures"":9},""The University of Western Australia"":{""success"":4,""failures"":9},""University of Glasgow"":{""success"":109,""failures"":29},""Heidelberg University"":{""success"":1,""failures"":10},""University of Adelaide"":{""success"":9,""failures"":8},""University of Leeds"":{""success"":117,""failures"":15},""University of Southampton"":{""success"":4,""failures"":7},""University of Sheffield"":{""success"":17,""failures"":13},""University of Nottingham"":{""success"":16,""failures"":12},""Karlsruhe Institute of Technology"":{""success"":2,""failures"":8}}",2025-12-18T20:00:10.437523209Z,true,2025-12-18T20:02:10.364968687Z,end of game,2025-12-18T20:02:10.380319957Z,01KCSFHXCFX35NDVP2M4VME2ED,2025-12-18T19:38:55.250990794Z,01KCSFMJM14VXJZ3DSNDG4CPAM,2025-12-18T19:40:22.536679281Z,52,2025-12-18T19:47:59.422970211Z,null,2025-12-18T20:02:10.364968687Z,true,2025-12-18T19:47:59.268746766Z,true,2025-12-18T19:47:59.268746766Z,ended,2025-12-18T20:02:10.380319957Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-12-18T19:38:55.220636847Z,Standard-non-communication,2025-12-18T19:38:55.220636847Z
01KCSG9P3HFQWMQGPYK2E8GM44,,,01KCSG9P321B9PEEFPE60XR8JZ,2025-12-18T19:51:54.225859962Z,,,false,2025-12-18T19:51:54.225859962Z,shared lobby timeout,2025-12-18T20:04:12.67846419Z,01KCSG9P4AGDVWAA8BNBA7KZV6,2025-12-18T19:51:54.252853108Z,01KCSGDX9V0T707GJRE9TJT0EW,2025-12-18T19:54:12.674901605Z,,,,,false,2025-12-18T19:51:54.225859962Z,,,failed,2025-12-18T20:04:12.67846419Z,"{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}",2025-12-18T19:51:54.225859962Z,Standard-non-communication,2025-12-18T19:51:54.225859962Z
