id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01KCSFHXATA74QAE1X905F314Q,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-non-communication"",""desc"":""50-rounds 10-player Game without communication"",""factors"":{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}},""count"":1}]}}",2025-12-18T19:38:55.194710797Z,all games finished,2025-12-18T20:02:10.391019489Z,true,2025-12-18T19:38:55.220861957Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-18T19:38:55.194710797Z,ended,2025-12-18T20:02:10.391019489Z
01KCSG9P321B9PEEFPE60XR8JZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-non-communication"",""desc"":""50-rounds 10-player Game without communication"",""factors"":{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}},""count"":1}]}}",2025-12-18T19:51:54.210359161Z,all games finished,2025-12-18T20:04:12.685478057Z,true,2025-12-18T19:51:54.226999336Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-12-18T19:51:54.210359161Z,ended,2025-12-18T20:04:12.685478057Z
