participant_id,round,arm,choice,reward,own_success,own_failure,group_success,group_failure,prev_choice,prev_reward,condition
01JW028WRQC1M51MDV0NPAZCJ4,1,0,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,1,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,2,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,3,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,4,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,5,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,6,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,7,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,8,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,1,9,7,1.0,0,0,0,0,-1,,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,0,7,1.0,0,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,1,7,1.0,0,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,2,7,1.0,0,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,3,7,1.0,0,0,0,1,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,4,7,1.0,0,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,5,7,1.0,0,0,0,1,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,6,7,1.0,0,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,7,7,1.0,1,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,8,7,1.0,0,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,2,9,7,1.0,0,0,1,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,0,7,1.0,0,0,1,1,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,1,7,1.0,0,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,2,7,1.0,0,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,3,7,1.0,0,0,1,1,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,4,7,1.0,0,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,5,7,1.0,0,0,1,1,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,6,7,1.0,0,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,7,7,1.0,2,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,8,7,1.0,0,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,3,9,7,1.0,0,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,0,7,1.0,0,0,1,1,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,1,7,1.0,0,0,3,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,2,7,1.0,0,0,3,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,3,7,1.0,0,0,2,2,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,4,7,1.0,0,0,2,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,5,7,1.0,0,0,1,1,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,6,7,1.0,0,0,4,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,7,7,1.0,3,0,5,0,7,1.0,asocial
01JW028WRQC1M51MDV0NPAZCJ4,4,8,7,1.0,0,0,3,0,7,1.0,asocial
