id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JW026C2WCFCXPTJ83VRMM8VT,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""Standard-non-communication"",""desc"":""50-rounds 10-player Game without communication"",""factors"":{""chatEnabled"":false,""numRounds"":50,""playerCount"":10,""type"":""non-communication""}},""count"":1}]}}",2025-05-24T02:33:15.612775203Z,all games finished,2025-05-24T02:50:21.092144991Z,true,2025-05-24T02:33:15.633118479Z,"{""name"":""Long shared fail"",""kind"":""shared"",""duration"":600000000000,""strategy"":""fail""}",2025-05-24T02:33:15.612775203Z,ended,2025-05-24T02:50:21.092144991Z
