id,batchID,batchIDLastChangedAt,chatEnabled,chatEnabledLastChangedAt,ended,endedLastChangedAt,flag,flagLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,isTutorial,isTutorialLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01JW02H091VF2KK2FQ6Q0K6W8G,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.969540105Z,false,2025-05-24T02:39:03.969540105Z,true,2025-05-24T02:44:23.938510169Z,true,2025-05-24T02:39:03.969540105Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.969540105Z,22,2025-05-24T02:39:03.969540105Z,false,2025-05-24T02:39:03.969540105Z,Non-Communication Round 21,2025-05-24T02:39:03.969540105Z,1,2025-05-24T02:39:04.225717228Z,true,2025-05-24T02:44:16.64166731Z
01JW02H092DQ6Q9PATW2ZMABWV,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.970783728Z,false,2025-05-24T02:39:03.970783728Z,true,2025-05-24T02:45:18.449293025Z,true,2025-05-24T02:39:03.970783728Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.970783728Z,29,2025-05-24T02:39:03.970783728Z,false,2025-05-24T02:39:03.970783728Z,Non-Communication Round 28,2025-05-24T02:39:03.970783728Z,1,2025-05-24T02:39:04.293233336Z,true,2025-05-24T02:45:04.399180795Z
01JW02H099EYTM43XRSGQYHDTG,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.977944691Z,false,2025-05-24T02:39:03.977944691Z,true,2025-05-24T02:46:22.909124906Z,true,2025-05-24T02:39:03.977944691Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.977944691Z,41,2025-05-24T02:39:03.977944691Z,false,2025-05-24T02:39:03.977944691Z,Non-Communication Round 40,2025-05-24T02:39:03.977944691Z,1,2025-05-24T02:39:04.402666261Z,true,2025-05-24T02:46:16.714546574Z
01JW02H09CCM270QY2VHAD9P2F,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.980142325Z,false,2025-05-24T02:39:03.980142325Z,true,2025-05-24T02:47:01.403733254Z,true,2025-05-24T02:39:03.980142325Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.980142325Z,48,2025-05-24T02:39:03.980142325Z,false,2025-05-24T02:39:03.980142325Z,Non-Communication Round 47,2025-05-24T02:39:03.980142325Z,1,2025-05-24T02:39:04.463847756Z,true,2025-05-24T02:46:57.251050853Z
01JW02H08NYW5800KKQM2DXBAV,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.957540623Z,false,2025-05-24T02:39:03.957540623Z,true,2025-05-24T02:42:30.409334875Z,true,2025-05-24T02:39:03.957540623Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.957540623Z,9,2025-05-24T02:39:03.957540623Z,false,2025-05-24T02:39:03.957540623Z,Non-Communication Round 8,2025-05-24T02:39:03.957540623Z,1,2025-05-24T02:39:04.11108653Z,true,2025-05-24T02:42:20.770973986Z
01JW02H08S613W9E4717HQJPCY,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.961311994Z,false,2025-05-24T02:39:03.961311994Z,true,2025-05-24T02:45:45.890943658Z,true,2025-05-24T02:39:03.961311994Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.961311994Z,34,2025-05-24T02:39:03.961311994Z,false,2025-05-24T02:39:03.961311994Z,Non-Communication Round 33,2025-05-24T02:39:03.961311994Z,1,2025-05-24T02:39:04.336505604Z,true,2025-05-24T02:45:38.791145225Z
01JW02H099EYTM43XRRXBFXSAP,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.977684463Z,false,2025-05-24T02:39:03.977684463Z,true,2025-05-24T02:46:16.673042533Z,true,2025-05-24T02:39:03.977684463Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.977684463Z,40,2025-05-24T02:39:03.977684463Z,false,2025-05-24T02:39:03.977684463Z,Non-Communication Round 39,2025-05-24T02:39:03.977684463Z,1,2025-05-24T02:39:04.39079628Z,true,2025-05-24T02:46:08.994052208Z
01JW02H09AWKQQD4YSFVD1EW79,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.978926063Z,false,2025-05-24T02:39:03.978926063Z,true,2025-05-24T02:46:41.831520031Z,true,2025-05-24T02:39:03.978926063Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.978926063Z,44,2025-05-24T02:39:03.978926063Z,false,2025-05-24T02:39:03.978926063Z,Non-Communication Round 43,2025-05-24T02:39:03.978926063Z,1,2025-05-24T02:39:04.431150903Z,true,2025-05-24T02:46:31.822508227Z
01JW02H08MXAB3MCMYDTT0NATK,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.956360409Z,false,2025-05-24T02:39:03.956360409Z,true,2025-05-24T02:41:59.964622762Z,true,2025-05-24T02:39:03.956360409Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.956360409Z,6,2025-05-24T02:39:03.956360409Z,false,2025-05-24T02:39:03.956360409Z,Non-Communication Round 5,2025-05-24T02:39:03.956360409Z,1,2025-05-24T02:39:04.087940136Z,true,2025-05-24T02:41:48.658336992Z
01JW02H08PDE9JB3N5AD34JV80,01JW026C2WCFCXPTJ83VRMM8VT,2025-05-24T02:39:03.95881964Z,false,2025-05-24T02:39:03.95881964Z,true,2025-05-24T02:42:45.484719055Z,true,2025-05-24T02:39:03.95881964Z,01JW026C3GSZP4VDP6YGE4RGBP,2025-05-24T02:39:03.95881964Z,10,2025-05-24T02:39:03.95881964Z,false,2025-05-24T02:39:03.95881964Z,Non-Communication Round 9,2025-05-24T02:39:03.95881964Z,1,2025-05-24T02:39:04.12071146Z,true,2025-05-24T02:42:30.427446322Z
