Round,Average Entropy
1,0.0
2,0.5
3,0.8761404171714761
4,1.2459147917027245
5,1.4584747882692646
6,1.5260194864956744
7,1.4882023474629655
8,1.4231685319016132
9,1.367013998171641
10,1.3165394496632241
11,1.2715547018089368
12,1.2610038151744145
13,1.215900233699831
14,1.2105631802296828
15,1.1813271520488473
16,1.1422036695632465
17,1.1049938278872133
18,1.0869331719047879
19,1.0656630433389658
20,1.043169620538911
21,1.0426706728591353
22,1.034785018052109
23,1.0239863024378797
24,1.0114126671822394
25,0.9977515259653418
26,1.0014875329403625
27,0.99667587594815
28,0.9907942346423319
29,0.981079644418865
30,0.9703061141455237
31,0.9563262974693224
32,0.9424129844471019
33,0.9274688102763653
34,0.9133218210291776
35,0.902071606199781
36,0.8945359322455575
37,0.8957928214798914
38,0.8859997554879298
39,0.876096257880689
40,0.864886513757092
41,0.8553443791601527
42,0.8463380843837423
43,0.8373280565203777
44,0.828189901519098
45,0.819125282705437
46,0.8101539345985257
47,0.8012909701179062
48,0.7925478596205707
49,0.783933181829257
50,0.7754532069819191
51,0.7679506860719665
