age_mean,age_min,age_max,gender__Male,gender__Female,race__Caucasian,race__Asian,race__African,race__Mixed-Race,race__Latin/x,education__College,education__Some College,education__High School,education__Graduate Professional School,politicalOrientation__Extremely Liberal,politicalOrientation__Moderately Liberal,politicalOrientation__Slightly Conservative,politicalOrientation__Slightly Liberal,politicalOrientation__Moderately Conservative
31.7,21,45,0.5,0.5,0.5,0.2,0.1,0.1,0.1,0.5,0.2,0.2,0.1,0.3,0.3,0.2,0.1,0.1
