id,batchID,batchIDLastChangedAt,chatEnabled,chatEnabledLastChangedAt,ended,endedLastChangedAt,flag,flagLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,isTutorial,isTutorialLastChangedAt,name,nameLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt
01JTS77Y3T0AWA7WP66037EHBB,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.874520828Z,true,2025-05-09T00:31:06.874520828Z,true,2025-05-09T00:36:30.463601657Z,true,2025-05-09T00:31:06.874520828Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.874520828Z,17,2025-05-09T00:31:06.874520828Z,false,2025-05-09T00:31:06.874520828Z,Communication Round 16,2025-05-09T00:31:06.874520828Z,1,2025-05-09T00:31:07.099182019Z,true,2025-05-09T00:36:24.478244372Z
01JTS77Y3ZTX7Y6BVZGGQY368J,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.879038162Z,true,2025-05-09T00:31:06.879038162Z,true,2025-05-09T00:37:56.659306467Z,true,2025-05-09T00:31:06.879038162Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.879038162Z,23,2025-05-09T00:31:06.879038162Z,false,2025-05-09T00:31:06.879038162Z,Communication Round 22,2025-05-09T00:31:06.879038162Z,1,2025-05-09T00:31:07.150489068Z,true,2025-05-09T00:37:43.043843025Z
01JTS77Y3ZTX7Y6BVZH8YQ57WF,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.879378893Z,true,2025-05-09T00:31:06.879378893Z,true,2025-05-09T00:38:08.965463502Z,true,2025-05-09T00:31:06.879378893Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.879378893Z,24,2025-05-09T00:31:06.879378893Z,false,2025-05-09T00:31:06.879378893Z,Communication Round 23,2025-05-09T00:31:06.879378893Z,1,2025-05-09T00:31:07.158198364Z,true,2025-05-09T00:37:56.675772763Z
01JTS77Y3SJXR652KX4N32BWRM,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.873251901Z,true,2025-05-09T00:31:06.873251901Z,true,2025-05-09T00:40:46.306080279Z,true,2025-05-09T00:31:06.873251901Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.873251901Z,33,2025-05-09T00:31:06.873251901Z,false,2025-05-09T00:31:06.873251901Z,Communication Round 32,2025-05-09T00:31:06.873251901Z,1,2025-05-09T00:31:07.235606582Z,true,2025-05-09T00:40:22.950320612Z
01JTS77Y3SJXR652KX5ADWZ9AD,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.873513729Z,true,2025-05-09T00:31:06.873513729Z,true,2025-05-09T00:41:35.569558479Z,true,2025-05-09T00:31:06.873513729Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.873513729Z,35,2025-05-09T00:31:06.873513729Z,false,2025-05-09T00:31:06.873513729Z,Communication Round 34,2025-05-09T00:31:06.873513729Z,1,2025-05-09T00:31:07.264118406Z,true,2025-05-09T00:41:05.404891967Z
01JTS77Y42EAD6K4PX9K77585A,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.88286479Z,true,2025-05-09T00:31:06.88286479Z,true,2025-05-09T00:38:17.223428141Z,true,2025-05-09T00:31:06.88286479Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.88286479Z,25,2025-05-09T00:31:06.88286479Z,false,2025-05-09T00:31:06.88286479Z,Communication Round 24,2025-05-09T00:31:06.88286479Z,1,2025-05-09T00:31:07.165732498Z,true,2025-05-09T00:38:09.000347361Z
01JTS77Y3YSW6FF5CH4MMHZ89S,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.878262595Z,true,2025-05-09T00:31:06.878262595Z,true,2025-05-09T00:37:42.990767073Z,true,2025-05-09T00:31:06.878262595Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.878262595Z,22,2025-05-09T00:31:06.878262595Z,false,2025-05-09T00:31:06.878262595Z,Communication Round 21,2025-05-09T00:31:06.878262595Z,1,2025-05-09T00:31:07.140843602Z,true,2025-05-09T00:37:30.578077835Z
01JTS77Y41W6PYJ146NG8AJP7D,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.881687998Z,true,2025-05-09T00:31:06.881687998Z,true,2025-05-09T00:40:22.902862018Z,true,2025-05-09T00:31:06.881687998Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.881687998Z,32,2025-05-09T00:31:06.881687998Z,false,2025-05-09T00:31:06.881687998Z,Communication Round 31,2025-05-09T00:31:06.881687998Z,1,2025-05-09T00:31:07.226698617Z,true,2025-05-09T00:40:02.412845733Z
01JTS77Y43WZB0JMY13MBGNB5G,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.883419005Z,true,2025-05-09T00:31:06.883419005Z,true,2025-05-09T00:42:27.804170401Z,true,2025-05-09T00:31:06.883419005Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.883419005Z,37,2025-05-09T00:31:06.883419005Z,false,2025-05-09T00:31:06.883419005Z,Communication Round 36,2025-05-09T00:31:06.883419005Z,1,2025-05-09T00:31:07.279506372Z,true,2025-05-09T00:42:05.885657482Z
01JTS77Y369CE85A1TSEN52M2S,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.854470545Z,true,2025-05-09T00:31:06.854470545Z,true,2025-05-09T00:31:59.337356968Z,false,2025-05-09T00:31:06.854470545Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.854470545Z,0,2025-05-09T00:31:06.854470545Z,,,Communication Mode Introduction,2025-05-09T00:31:06.854470545Z,1,2025-05-09T00:31:06.951638213Z,true,2025-05-09T00:31:08.142400492Z
01JTS77Y3VYB9N7AHXWY7D7222,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.875306415Z,true,2025-05-09T00:31:06.875306415Z,true,2025-05-09T00:38:33.672496919Z,true,2025-05-09T00:31:06.875306415Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.875306415Z,26,2025-05-09T00:31:06.875306415Z,false,2025-05-09T00:31:06.875306415Z,Communication Round 25,2025-05-09T00:31:06.875306415Z,1,2025-05-09T00:31:07.173424791Z,true,2025-05-09T00:38:17.256821343Z
01JTS77Y45BBBGHY1QPFYWTYHE,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.885569271Z,true,2025-05-09T00:31:06.885569271Z,true,2025-05-09T00:36:52.67224609Z,true,2025-05-09T00:31:06.885569271Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.885569271Z,19,2025-05-09T00:31:06.885569271Z,false,2025-05-09T00:31:06.885569271Z,Communication Round 18,2025-05-09T00:31:06.885569271Z,1,2025-05-09T00:31:07.114799745Z,true,2025-05-09T00:36:42.086530446Z
01JTS77Y4DGSBFMG1WVAZPEEVY,01JTS6X5RWMM0FMJD7Q4YV16ZJ,2025-05-09T00:31:06.893464144Z,true,2025-05-09T00:31:06.893464144Z,true,2025-05-09T00:44:00.522877019Z,true,2025-05-09T00:31:06.893464144Z,01JTS6X5SE1W8R42F0VHJB0QNJ,2025-05-09T00:31:06.893464144Z,42,2025-05-09T00:31:06.893464144Z,false,2025-05-09T00:31:06.893464144Z,Communication Round 41,2025-05-09T00:31:06.893464144Z,1,2025-05-09T00:31:07.33257462Z,true,2025-05-09T00:43:40.535990218Z
