participant_id,round,arm,choice,reward,own_success,own_failure,group_success,group_failure,prev_choice,prev_reward,condition
01JVXC39FGS30GXDG3APMH9E18,1,0,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,1,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,2,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,3,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,4,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,5,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,6,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,7,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,8,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,1,9,7,1.0,0,0,0,0,-1,,asocial
01JVXC39FGS30GXDG3APMH9E18,2,0,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,1,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,2,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,3,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,4,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,5,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,6,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,7,7,1.0,1,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,8,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,2,9,7,1.0,0,0,1,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,0,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,1,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,2,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,3,3,1.0,0,0,1,1,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,4,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,5,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,6,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,7,3,1.0,2,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,8,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,3,9,3,1.0,0,0,2,0,7,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,0,2,1.0,0,0,3,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,1,2,1.0,0,0,3,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,2,2,1.0,0,0,3,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,3,2,1.0,1,0,2,2,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,4,2,1.0,0,0,3,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,5,2,1.0,0,0,2,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,6,2,1.0,0,0,3,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,7,2,1.0,2,0,2,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,8,2,1.0,0,0,3,0,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,4,9,2,1.0,0,0,3,1,3,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,0,6,1.0,0,0,4,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,1,6,1.0,0,0,4,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,2,6,1.0,1,0,5,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,3,6,1.0,1,0,3,2,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,4,6,1.0,0,0,4,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,5,6,1.0,0,0,3,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,6,6,1.0,0,0,4,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,7,6,1.0,2,0,2,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,8,6,1.0,0,0,4,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,5,9,6,1.0,0,0,4,1,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,0,5,1.0,0,0,5,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,1,5,1.0,0,0,5,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,2,5,1.0,1,0,6,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,3,5,1.0,1,0,4,2,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,4,5,1.0,0,0,4,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,5,5,1.0,0,0,4,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,6,5,1.0,1,0,6,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,7,5,1.0,2,0,2,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,8,5,1.0,0,0,5,0,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,6,9,5,1.0,0,0,6,1,6,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,0,0,1.0,0,0,6,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,1,0,1.0,0,0,7,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,2,0,1.0,1,0,7,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,3,0,1.0,1,0,5,2,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,4,0,1.0,0,0,5,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,5,0,1.0,1,0,5,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,6,0,1.0,1,0,7,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,7,0,1.0,2,0,2,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,8,0,1.0,0,0,6,0,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,7,9,0,1.0,0,0,7,1,5,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,0,4,1.0,1,0,8,0,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,1,4,1.0,0,0,8,1,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,2,4,1.0,1,0,8,0,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,3,4,1.0,1,0,6,2,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,4,4,1.0,0,0,6,0,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,5,4,1.0,1,0,5,0,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,6,4,1.0,1,0,7,1,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,7,4,1.0,2,0,2,0,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,8,4,1.0,0,0,7,0,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,8,9,4,1.0,0,0,8,1,0,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,0,1,1.0,1,0,9,0,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,1,1,1.0,0,0,9,1,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,2,1,1.0,1,0,9,0,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,3,1,1.0,1,0,7,2,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,4,1,1.0,1,0,8,0,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,5,1,1.0,1,0,6,0,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,6,1,1.0,1,0,8,1,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,7,1,1.0,2,0,2,0,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,8,1,1.0,0,0,8,0,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,9,9,1,1.0,0,0,9,1,4,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,0,1,1.0,1,0,10,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,1,1,1.0,1,0,11,1,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,2,1,1.0,1,0,10,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,3,1,1.0,1,0,8,2,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,4,1,1.0,1,0,9,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,5,1,1.0,1,0,7,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,6,1,1.0,1,0,8,2,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,7,1,1.0,2,0,2,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,8,1,1.0,0,0,9,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,10,9,1,1.0,0,0,9,2,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,0,2,1.0,1,0,11,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,1,2,1.0,2,0,12,2,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,2,2,1.0,1,0,11,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,3,2,1.0,1,0,9,2,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,4,2,1.0,1,0,10,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,5,2,1.0,1,0,8,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,6,2,1.0,1,0,9,2,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,7,2,1.0,2,0,2,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,8,2,1.0,0,0,10,0,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,11,9,2,1.0,0,0,10,2,1,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,0,2,1.0,1,0,12,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,1,2,1.0,2,0,13,2,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,2,2,1.0,2,0,13,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,3,2,1.0,1,0,10,2,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,4,2,1.0,1,0,11,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,5,2,1.0,1,0,9,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,6,2,1.0,1,0,10,2,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,7,2,1.0,2,0,2,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,8,2,1.0,0,0,11,0,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,12,9,2,1.0,0,0,11,2,2,1.0,asocial
01JVXC39FGS30GXDG3APMH9E18,13,0,2,0.0,1,0,13,0,2,1.0,asocial
