Round,Average Entropy
1,0.0
2,0.0
3,0.2754887502163469
4,0.31225562489182657
5,0.40877123795494497
6,0.4803303178072353
7,0.5083769686994148
8,0.5135923827094592
9,0.5178613894177367
10,0.5016698931512964
11,0.48887663020267136
12,0.47238743257875554
13,0.4551114182858109
14,0.46390496541819404
15,0.47191965273496217
16,0.46679728622443906
17,0.46261473115421553
18,0.4592083587067065
19,0.4564483735252066
20,0.45423066889438485
21,0.4524709032950465
22,0.4511001269452096
23,0.4467793884230148
24,0.4430171216996979
25,0.4639702622136256
26,0.49931185992843535
27,0.5298213150203548
28,0.53225621085126
29,0.5365197763909864
30,0.5398182911817837
31,0.5423951923968667
32,0.5444196520293497
33,0.5445285710169715
34,0.5443860937470001
35,0.5440542230089199
36,0.5435801521601908
37,0.5689324041595667
38,0.5912597394343553
39,0.6114661940302681
40,0.6300183337443649
41,0.6463224200492727
42,0.6666169051523313
43,0.6844434856687371
44,0.7005668604891108
45,0.7097483398432215
46,0.7233890540514618
47,0.7344191610023671
48,0.7433950552720786
49,0.7529271560989097
50,0.7687397984335494
51,0.7764499878101707
