id,batchID,batchIDLastChangedAt,decision,decisionLastChangedAt,gameID,gameIDLastChangedAt,playerID,playerIDLastChangedAt,roundID,roundIDLastChangedAt,score,scoreLastChangedAt
01JVXCFCBVE6V096PEDGADYM4C,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:35:13.275937269Z,Amber,2025-05-23T01:35:15.647227614Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:35:13.275937269Z,01JVXC51SFT28Q7E9G7G4MYSZN,2025-05-23T01:35:13.275937269Z,01JVXC8R3G39YFMY4Z21PE4DJ8,2025-05-23T01:35:13.275937269Z,1,2025-05-23T01:35:15.648851508Z
01JVXCFCBWWW8DRGTCAAMDF71G,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:35:13.276804086Z,Bright Green,2025-05-23T01:35:16.608587015Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:35:13.276804086Z,01JVXC4PARHT6FMXR1M49QCM6S,2025-05-23T01:35:13.276804086Z,01JVXC8R3G39YFMY4Z21PE4DJ8,2025-05-23T01:35:13.276804086Z,1,2025-05-23T01:35:16.613028008Z
01JVXCHH6XBEDY9E3TVCC40DZ3,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:36:23.773553111Z,Purple,2025-05-23T01:36:26.098475595Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:36:23.773553111Z,01JVXC39FGS30GXDG3APMH9E18,2025-05-23T01:36:23.773553111Z,01JVXC8R3NR5VQ2TJJBM6WFHAY,2025-05-23T01:36:23.773553111Z,1,2025-05-23T01:36:26.095966029Z
01JVXCHWS5E4KZEE69T6DWRS5H,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:36:35.621191104Z,Slate,2025-05-23T01:36:43.39011787Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:36:35.621191104Z,01JVXC7CBBKP24XVEFBH7WHZ9Z,2025-05-23T01:36:35.621191104Z,01JVXC8R3NR5VQ2TJJC8VVTHH0,2025-05-23T01:36:35.621191104Z,1,2025-05-23T01:36:43.388703956Z
01JVXCK6TFMK06FWDT0BKS9XXT,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:37:18.671912247Z,Sky Blue,2025-05-23T01:37:19.77289769Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:37:18.671912247Z,01JVXC6GEC8939A025XQQVG1HJ,2025-05-23T01:37:18.671912247Z,01JVXC8R3R0J8CW11CG5Z1FECV,2025-05-23T01:37:18.671912247Z,1,2025-05-23T01:37:19.774307646Z
01JVXCMPAXNDDWQ3PJGZJBCX80,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:38:07.325029224Z,Purple,2025-05-23T01:38:08.400720458Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:38:07.325029224Z,01JVXC6CCJ5ZVP3EPBMR0WG146,2025-05-23T01:38:07.325029224Z,01JVXC8R3V2XKNHXTAJVKG57KH,2025-05-23T01:38:07.325029224Z,1,2025-05-23T01:38:08.402678263Z
01JVXCFG21JDX937H9GZKMP6M2,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:35:17.057293231Z,Amber,2025-05-23T01:35:20.190939136Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:35:17.057293231Z,01JVXC51SFT28Q7E9G7G4MYSZN,2025-05-23T01:35:17.057293231Z,01JVXC8R3G39YFMY4Z2JDWQBHY,2025-05-23T01:35:17.057293231Z,1,2025-05-23T01:35:20.192685471Z
01JVXCJ8KTXJ8SRRFZZQDWKK53,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:36:47.738833863Z,Indigo,2025-05-23T01:36:49.572512464Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:36:47.738833863Z,01JVXC6Y18B46DHSEY7S3NQSBJ,2025-05-23T01:36:47.738833863Z,01JVXC8R3PF6S5HSFQF6JDYNKS,2025-05-23T01:36:47.738833863Z,0,2025-05-23T01:36:49.568775703Z
01JVXCM5TF75WMS7EABQC7Y4G5,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:37:50.415131335Z,Orange,2025-05-23T01:37:52.12354819Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:37:50.415131335Z,01JVXC39FGS30GXDG3APMH9E18,2025-05-23T01:37:50.415131335Z,01JVXC8R3TF7BVST5PJ9TB4STD,2025-05-23T01:37:50.415131335Z,1,2025-05-23T01:37:52.121540367Z
01JVXCM5TPXP2D9GN00GN404SK,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:37:50.422410296Z,Sky Blue,2025-05-23T01:37:52.753945527Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:37:50.422410296Z,01JVXC6GEC8939A025XQQVG1HJ,2025-05-23T01:37:50.422410296Z,01JVXC8R3TF7BVST5PJ9TB4STD,2025-05-23T01:37:50.422410296Z,1,2025-05-23T01:37:52.758863517Z
01JVXCMTEC041JXNWK0QESVHDV,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:38:11.532770086Z,Bright Green,2025-05-23T01:38:15.403941782Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:38:11.532770086Z,01JVXC4PARHT6FMXR1M49QCM6S,2025-05-23T01:38:11.532770086Z,01JVXC8R3WSAV2ESPTWYPD8XCT,2025-05-23T01:38:11.532770086Z,1,2025-05-23T01:38:15.40574875Z
01JVXCBS8W4H16R72DHX2SZJRT,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:33:15.420571837Z,Sky Blue,2025-05-23T01:33:22.437704089Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:33:15.420571837Z,01JVXC6GEC8939A025XQQVG1HJ,2025-05-23T01:33:15.420571837Z,01JVXC8R3CQ5Y1AH6JC8NTA90H,2025-05-23T01:33:15.420571837Z,1,2025-05-23T01:33:22.436912181Z
01JVXCG460J77CZY88X1QS9KJT,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:35:37.66430077Z,Indigo,2025-05-23T01:35:39.170052778Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:35:37.66430077Z,01JVXC6Y18B46DHSEY7S3NQSBJ,2025-05-23T01:35:37.66430077Z,01JVXC8R3G39YFMY4Z3TTV89PS,2025-05-23T01:35:37.66430077Z,1,2025-05-23T01:35:39.162546852Z
01JVXCH79JJQN5JES74D5E8FJ8,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:36:13.618167773Z,Bright Green,2025-05-23T01:36:14.801063759Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:36:13.618167773Z,01JVXC39FGS30GXDG3APMH9E18,2025-05-23T01:36:13.618167773Z,01JVXC8R3M8GM452PFCPHM9E11,2025-05-23T01:36:13.618167773Z,1,2025-05-23T01:36:14.799924084Z
01JVXCNZ4VM1CWN37PD5A4ZT3M,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:38:49.11596678Z,Slate,2025-05-23T01:38:50.889868912Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:38:49.11596678Z,01JVXC39FGS30GXDG3APMH9E18,2025-05-23T01:38:49.11596678Z,01JVXC8R3ZD830YWDRPBG62NSP,2025-05-23T01:38:49.11596678Z,1,2025-05-23T01:38:50.891590868Z
01JVXCN2R4JAMBDG0RY9SAW5NZ,01JVXC0MYB4MD6W1WW8NZ1QHK5,2025-05-23T01:38:20.036687061Z,Black,2025-05-23T01:38:21.936306918Z,01JVXC0MZ4JVJ3AEJZJ3R9ZR99,2025-05-23T01:38:20.036687061Z,01JVXC7XBE9ASR61RPRWVE5ERF,2025-05-23T01:38:20.036687061Z,01JVXC8R3X6396RB7KMD62FJNQ,2025-05-23T01:38:20.036687061Z,0,2025-05-23T01:38:21.939658492Z
